SKU,Date,Demand,Promotion,Holiday
SKU_31,2022-03-31,216,0,0
SKU_31,2022-04-30,228,0,0
SKU_31,2022-05-31,308,1,0
SKU_31,2022-06-30,346,1,0
SKU_31,2022-07-31,209,0,0
SKU_31,2022-08-31,305,1,1
SKU_31,2022-09-30,186,0,0
SKU_31,2022-10-31,200,0,0
SKU_31,2022-11-30,280,1,0
SKU_31,2022-12-31,496,1,0
SKU_32,2021-01-31,213,1,0
SKU_32,2021-02-28,173,0,0
SKU_32,2021-03-31,175,0,0
SKU_32,2021-04-30,173,0,0
SKU_32,2021-05-31,156,0,0
SKU_32,2021-06-30,190,0,0
SKU_32,2021-07-31,195,0,0
SKU_32,2021-08-31,163,0,0
SKU_32,2021-09-30,167,0,0
SKU_32,2021-10-31,261,1,1
SKU_32,2021-11-30,277,1,0
SKU_32,2021-12-31,249,0,0
SKU_32,2022-01-31,199,0,0
SKU_32,2022-02-28,172,0,0
SKU_32,2022-03-31,252,1,0
SKU_32,2022-04-30,179,0,0
SKU_32,2022-05-31,159,0,0
SKU_32,2022-06-30,176,0,0
SKU_32,2022-07-31,180,0,0
SKU_32,2022-08-31,170,0,0
SKU_32,2022-09-30,191,0,0
SKU_32,2022-10-31,183,0,0
SKU_32,2022-11-30,181,0,1
SKU_32,2022-12-31,358,1,0
SKU_33,2021-01-31,305,0,0
SKU_33,2021-02-28,365,1,0
SKU_33,2021-03-31,296,0,0
SKU_33,2021-04-30,280,0,0
SKU_33,2021-05-31,301,0,0
SKU_33,2021-06-30,463,1,0
SKU_33,2021-07-31,335,0,0
SKU_33,2021-08-31,279,0,0
SKU_33,2021-09-30,264,0,0
SKU_33,2021-10-31,221,0,0
SKU_33,2021-11-30,304,0,1
SKU_33,2021-12-31,576,1,0
SKU_33,2022-01-31,429,1,0
SKU_33,2022-02-28,300,0,0
SKU_33,2022-03-31,339,0,0
SKU_33,2022-04-30,278,0,1
SKU_33,2022-05-31,293,0,0
SKU_33,2022-06-30,251,0,1
SKU_33,2022-07-31,258,0,0
SKU_33,2022-08-31,275,0,0
SKU_33,2022-09-30,263,0,0
SKU_33,2022-10-31,246,0,0
SKU_33,2022-11-30,442,1,0
SKU_33,2022-12-31,593,1,0
SKU_34,2021-01-31,243,1,0
SKU_34,2021-02-28,184,0,0
SKU_34,2021-03-31,187,0,0
SKU_34,2021-04-30,155,0,0
SKU_34,2021-05-31,194,0,0
SKU_34,2021-06-30,162,0,0
SKU_34,2021-07-31,159,0,0
SKU_34,2021-08-31,173,0,0
SKU_34,2021-09-30,191,0,0
SKU_34,2021-10-31,174,0,0
SKU_34,2021-11-30,185,0,0
SKU_34,2021-12-31,267,0,0
SKU_34,2022-01-31,199,0,0
SKU_34,2022-02-28,244,1,0
SKU_34,2022-03-31,182,0,0
SKU_34,2022-04-30,188,0,0
SKU_34,2022-05-31,154,0,0
SKU_34,2022-06-30,169,0,0
SKU_34,2022-07-31,161,0,0
SKU_34,2022-08-31,153,0,0
SKU_34,2022-09-30,236,1,1
SKU_34,2022-10-31,186,0,1
SKU_34,2022-11-30,170,0,1
SKU_34,2022-12-31,247,0,0
SKU_35,2021-01-31,356,0,0
SKU_35,2021-02-28,370,0,0
SKU_35,2021-03-31,399,0,0
SKU_35,2021-04-30,658,1,0
SKU_35,2021-05-31,382,0,0
SKU_35,2021-06-30,372,0,0
SKU_35,2021-07-31,359,0,0
SKU_35,2021-08-31,405,0,0
SKU_35,2021-09-30,386,0,0
SKU_35,2021-10-31,418,0,0
SKU_35,2021-11-30,618,1,0
SKU_35,2021-12-31,570,0,0
SKU_35,2022-01-31,591,1,0
SKU_35,2022-02-28,428,0,0
SKU_35,2022-03-31,419,0,0
SKU_35,2022-04-30,406,0,0
SKU_35,2022-05-31,615,1,0
SKU_35,2022-06-30,356,0,0
SKU_35,2022-07-31,423,0,0
SKU_35,2022-08-31,359,0,0
SKU_35,2022-09-30,392,0,0
SKU_35,2022-10-31,334,0,0
SKU_35,2022-11-30,403,0,0
SKU_35,2022-12-31,629,0,0
SKU_36,2021-01-31,604,1,0
SKU_36,2021-02-28,576,1,0
SKU_36,2021-03-31,410,0,0
SKU_36,2021-04-30,712,1,0
SKU_36,2021-05-31,452,0,0
SKU_36,2021-06-30,423,0,0
SKU_36,2021-07-31,668,1,0
SKU_36,2021-08-31,388,0,0
SKU_36,2021-09-30,758,1,0
SKU_36,2021-10-31,536,0,0
SKU_36,2021-11-30,381,0,0
SKU_36,2021-12-31,748,0,0
SKU_36,2022-01-31,393,0,0
SKU_36,2022-02-28,587,1,0
SKU_36,2022-03-31,459,0,1
SKU_36,2022-04-30,442,0,1
SKU_36,2022-05-31,405,0,0
SKU_36,2022-06-30,355,0,0
SKU_36,2022-07-31,389,0,1
SKU_36,2022-08-31,402,0,0
SKU_36,2022-09-30,608,1,0
SKU_36,2022-10-31,415,0,0
SKU_36,2022-11-30,580,1,0
SKU_36,2022-12-31,963,1,0
SKU_37,2021-01-31,262,0,0
SKU_37,2021-02-28,252,0,0
SKU_37,2021-03-31,295,0,0
SKU_37,2021-04-30,283,0,0
SKU_37,2021-05-31,226,0,0
SKU_37,2021-06-30,247,0,0
SKU_37,2021-07-31,268,0,0
SKU_37,2021-08-31,283,0,1
SKU_37,2021-09-30,381,1,0
SKU_37,2021-10-31,234,0,1
SKU_37,2021-11-30,347,0,0
SKU_37,2021-12-31,401,0,0
SKU_37,2022-01-31,280,0,0
SKU_37,2022-02-28,324,0,0
SKU_37,2022-03-31,285,0,0
SKU_37,2022-04-30,310,0,0
SKU_37,2022-05-31,418,1,0
SKU_37,2022-06-30,233,0,0
SKU_37,2022-07-31,293,0,0
SKU_37,2022-08-31,239,0,0
SKU_37,2022-09-30,429,1,0
SKU_37,2022-10-31,274,0,1
SKU_37,2022-11-30,415,1,0
SKU_37,2022-12-31,644,1,0
SKU_38,2021-01-31,355,0,0
SKU_38,2021-02-28,848,1,0
SKU_38,2021-03-31,398,0,0
SKU_38,2021-04-30,349,0,0
SKU_38,2021-05-31,756,1,1
SKU_38,2021-06-30,563,0,1
SKU_38,2021-07-31,503,0,0
SKU_38,2021-08-31,724,1,0
SKU_38,2021-09-30,786,1,1
SKU_38,2021-10-31,738,1,0
SKU_38,2021-11-30,445,0,0
SKU_38,2021-12-31,657,0,0
SKU_38,2022-01-31,449,0,0
SKU_38,2022-02-28,550,0,0
SKU_38,2022-03-31,453,0,0
SKU_38,2022-04-30,504,0,0
SKU_38,2022-05-31,513,0,0
SKU_38,2022-06-30,405,0,1
SKU_38,2022-07-31,480,0,0
SKU_38,2022-08-31,415,0,0
SKU_38,2022-09-30,410,0,0
SKU_38,2022-10-31,450,0,0
SKU_38,2022-11-30,494,0,0
SKU_38,2022-12-31,1072,1,0
SKU_39,2021-01-31,487,1,0
SKU_39,2021-02-28,308,0,1
SKU_39,2021-03-31,350,0,0
SKU_39,2021-04-30,265,0,0
SKU_39,2021-05-31,405,1,0
SKU_39,2021-06-30,315,0,0
SKU_39,2021-07-31,327,0,0
SKU_39,2021-08-31,340,0,0
SKU_39,2021-09-30,410,1,0
SKU_39,2021-10-31,497,1,0
SKU_39,2021-11-30,284,0,0
SKU_39,2021-12-31,416,0,0
SKU_39,2022-01-31,331,0,0
SKU_39,2022-02-28,333,0,0
SKU_39,2022-03-31,478,1,0
SKU_39,2022-04-30,261,0,0
SKU_39,2022-05-31,280,0,0
SKU_39,2022-06-30,359,0,0
SKU_39,2022-07-31,276,0,0
SKU_39,2022-08-31,276,0,0
SKU_39,2022-09-30,481,1,0
SKU_39,2022-10-31,301,0,0
SKU_39,2022-11-30,288,0,0
SKU_39,2022-12-31,427,0,1
SKU_40,2021-01-31,640,1,0
SKU_40,2021-02-28,425,0,0
SKU_40,2021-03-31,535,0,1
SKU_40,2021-04-30,499,0,0
SKU_40,2021-05-31,418,0,0
SKU_40,2021-06-30,554,0,0
SKU_40,2021-07-31,470,0,0
SKU_40,2021-08-31,459,0,0
SKU_40,2021-09-30,447,0,0
SKU_40,2021-10-31,497,0,0
SKU_40,2021-11-30,796,1,0
SKU_40,2021-12-31,1071,1,0
SKU_40,2022-01-31,739,1,0
SKU_40,2022-02-28,475,0,0
SKU_40,2022-03-31,532,0,0
SKU_40,2022-04-30,416,0,0
SKU_40,2022-05-31,500,0,0
SKU_40,2022-06-30,489,0,1
SKU_40,2022-07-31,504,0,0
SKU_40,2022-08-31,455,0,0
SKU_40,2022-09-30,467,0,0
SKU_40,2022-10-31,450,0,0
SKU_40,2022-11-30,454,0,0
SKU_40,2022-12-31,772,0,0
SKU_41,2021-01-31,175,0,0
SKU_41,2021-02-28,182,0,0
SKU_41,2021-03-31,316,1,1
SKU_41,2021-04-30,260,1,0
SKU_41,2021-05-31,228,1,0
SKU_41,2021-06-30,139,0,0
SKU_41,2021-07-31,211,0,0
SKU_41,2021-08-31,188,0,0
SKU_41,2021-09-30,185,0,0
SKU_41,2021-10-31,177,0,0
SKU_41,2021-11-30,176,0,0
SKU_41,2021-12-31,219,0,0
SKU_41,2022-01-31,208,0,0
SKU_41,2022-02-28,175,0,0
SKU_41,2022-03-31,265,1,0
SKU_41,2022-04-30,190,0,0
SKU_41,2022-05-31,229,0,0
SKU_41,2022-06-30,171,0,0
SKU_41,2022-07-31,291,1,0
SKU_41,2022-08-31,168,0,0
SKU_41,2022-09-30,158,0,0
SKU_41,2022-10-31,191,0,0
SKU_41,2022-11-30,196,0,1
SKU_41,2022-12-31,413,1,0
SKU_42,2021-01-31,647,1,1
SKU_42,2021-02-28,454,0,0
SKU_42,2021-03-31,695,1,0
SKU_42,2021-04-30,469,0,0
SKU_42,2021-05-31,487,0,0
SKU_42,2021-06-30,476,0,0
SKU_42,2021-07-31,410,0,0
SKU_42,2021-08-31,481,0,0
SKU_42,2021-09-30,473,0,0
SKU_42,2021-10-31,459,0,0
SKU_42,2021-11-30,464,0,0
SKU_42,2021-12-31,784,0,0
SKU_42,2022-01-31,452,0,0
SKU_42,2022-02-28,519,0,0
SKU_42,2022-03-31,858,1,0
SKU_42,2022-04-30,477,0,1
SKU_42,2022-05-31,455,0,0
SKU_42,2022-06-30,460,0,0
SKU_42,2022-07-31,436,0,0
SKU_42,2022-08-31,430,0,0
SKU_42,2022-09-30,545,0,0
SKU_42,2022-10-31,491,0,0
SKU_42,2022-11-30,697,1,0
SKU_42,2022-12-31,1123,1,0
SKU_43,2021-01-31,99,0,0
SKU_43,2021-02-28,114,0,0
SKU_43,2021-03-31,134,0,0
SKU_43,2021-04-30,127,0,0
SKU_43,2021-05-31,100,0,1
SKU_43,2021-06-30,103,0,0
SKU_43,2021-07-31,115,0,0
SKU_43,2021-08-31,111,0,0
SKU_43,2021-09-30,98,0,0
SKU_43,2021-10-31,115,0,0
SKU_43,2021-11-30,99,0,0
SKU_43,2021-12-31,149,0,0
SKU_43,2022-01-31,170,1,0
SKU_43,2022-02-28,120,0,0
SKU_43,2022-03-31,134,0,0
SKU_43,2022-04-30,86,0,0
SKU_43,2022-05-31,116,0,0
SKU_43,2022-06-30,183,1,0
SKU_43,2022-07-31,96,0,0
SKU_43,2022-08-31,91,0,0
SKU_43,2022-09-30,97,0,0
SKU_43,2022-10-31,132,0,0
SKU_43,2022-11-30,172,1,1
SKU_43,2022-12-31,185,0,0
SKU_44,2021-01-31,209,0,0
SKU_44,2021-02-28,327,1,0
SKU_44,2021-03-31,218,0,0
SKU_44,2021-04-30,200,0,0
SKU_44,2021-05-31,197,0,0
SKU_44,2021-06-30,242,0,0
SKU_44,2021-07-31,225,0,0
SKU_44,2021-08-31,207,0,1
SKU_44,2021-09-30,210,0,0
SKU_44,2021-10-31,206,0,0
SKU_44,2021-11-30,282,1,0
SKU_44,2021-12-31,504,1,0
SKU_44,2022-01-31,182,0,0
SKU_44,2022-02-28,253,0,0
SKU_44,2022-03-31,212,0,0
SKU_44,2022-04-30,219,0,0
SKU_44,2022-05-31,219,0,0
SKU_44,2022-06-30,198,0,0
SKU_44,2022-07-31,220,0,0
SKU_44,2022-08-31,217,0,0
SKU_44,2022-09-30,209,0,0
SKU_44,2022-10-31,194,0,0
SKU_44,2022-11-30,238,0,0
SKU_44,2022-12-31,325,0,0
SKU_45,2021-01-31,272,1,0
SKU_45,2021-02-28,298,1,0
SKU_45,2021-03-31,197,0,0
SKU_45,2021-04-30,187,0,0
SKU_45,2021-05-31,197,0,0
SKU_45,2021-06-30,188,0,0
SKU_45,2021-07-31,310,1,0
SKU_45,2021-08-31,200,0,0
SKU_45,2021-09-30,191,0,0
SKU_45,2021-10-31,374,1,0
SKU_45,2021-11-30,180,0,0
SKU_45,2021-12-31,329,0,0
SKU_45,2022-01-31,228,0,0
SKU_45,2022-02-28,290,1,0
SKU_45,2022-03-31,331,1,0
SKU_45,2022-04-30,216,0,0
SKU_45,2022-05-31,206,0,0
SKU_45,2022-06-30,335,1,1
SKU_45,2022-07-31,225,0,0
SKU_45,2022-08-31,257,1,0
SKU_45,2022-09-30,221,0,0
SKU_45,2022-10-31,234,0,0
SKU_45,2022-11-30,181,0,0
SKU_45,2022-12-31,343,0,0
SKU_46,2021-01-31,106,0,0
SKU_46,2021-02-28,117,0,0
SKU_46,2021-03-31,122,0,0
SKU_46,2021-04-30,160,1,0
SKU_46,2021-05-31,107,0,1
SKU_46,2021-06-30,94,0,0
SKU_46,2021-07-31,88,0,0
SKU_46,2021-08-31,162,1,0
SKU_46,2021-09-30,106,0,0
SKU_46,2021-10-31,169,1,0
SKU_46,2021-11-30,107,0,0
SKU_46,2021-12-31,152,0,0
SKU_46,2022-01-31,95,0,0
SKU_46,2022-02-28,116,0,0
SKU_46,2022-03-31,108,0,0
SKU_46,2022-04-30,101,0,1
SKU_46,2022-05-31,108,0,0
SKU_46,2022-06-30,111,0,0
SKU_46,2022-07-31,102,0,1
SKU_46,2022-08-31,158,1,0
SKU_46,2022-09-30,100,0,1
SKU_46,2022-10-31,116,0,0
SKU_46,2022-11-30,105,0,0
SKU_46,2022-12-31,269,1,0
SKU_47,2021-01-31,205,0,0
SKU_47,2021-02-28,205,0,0
SKU_47,2021-03-31,348,1,1
SKU_47,2021-04-30,210,0,0
SKU_47,2021-05-31,302,1,0
SKU_47,2021-06-30,212,0,0
SKU_47,2021-07-31,247,0,0
SKU_47,2021-08-31,314,1,0
SKU_47,2021-09-30,210,0,0
SKU_47,2021-10-31,360,1,0
SKU_47,2021-11-30,226,0,0
SKU_47,2021-12-31,347,0,0
SKU_47,2022-01-31,272,0,0
SKU_47,2022-02-28,245,0,0
SKU_47,2022-03-31,345,1,0
SKU_47,2022-04-30,201,0,0
SKU_47,2022-05-31,238,0,0
SKU_47,2022-06-30,207,0,0
SKU_47,2022-07-31,244,0,0
SKU_47,2022-08-31,249,0,0
SKU_47,2022-09-30,278,0,0
SKU_47,2022-10-31,228,0,0
SKU_47,2022-11-30,317,1,0
SKU_47,2022-12-31,278,0,1
SKU_48,2021-01-31,256,0,0
SKU_48,2021-02-28,289,0,0
SKU_48,2021-03-31,282,0,0
SKU_48,2021-04-30,285,0,0
SKU_48,2021-05-31,327,1,0
SKU_48,2021-06-30,309,0,0
SKU_48,2021-07-31,244,0,0
SKU_48,2021-08-31,263,0,0
SKU_48,2021-09-30,286,0,0
SKU_48,2021-10-31,239,0,0
SKU_48,2021-11-30,306,0,0
SKU_48,2021-12-31,421,0,1
SKU_48,2022-01-31,274,0,0
SKU_48,2022-02-28,285,0,0
SKU_48,2022-03-31,293,0,0
SKU_48,2022-04-30,319,0,0
SKU_48,2022-05-31,290,0,0
SKU_48,2022-06-30,262,0,0
SKU_48,2022-07-31,248,0,0
SKU_48,2022-08-31,279,0,0
SKU_48,2022-09-30,312,0,0
SKU_48,2022-10-31,300,0,1
SKU_48,2022-11-30,316,0,0
SKU_48,2022-12-31,471,0,0
SKU_49,2021-01-31,90,0,0
SKU_49,2021-02-28,120,0,1
SKU_49,2021-03-31,90,0,0
SKU_49,2021-04-30,111,0,0
SKU_49,2021-05-31,162,1,0
SKU_49,2021-06-30,95,0,0
SKU_49,2021-07-31,113,0,0
SKU_49,2021-08-31,126,0,0
SKU_49,2021-09-30,134,1,0
SKU_49,2021-10-31,111,0,0
SKU_49,2021-11-30,96,0,0
SKU_49,2021-12-31,163,0,0
SKU_49,2022-01-31,164,1,0
SKU_49,2022-02-28,117,0,0
SKU_49,2022-03-31,145,1,0
SKU_49,2022-04-30,105,0,0
SKU_49,2022-05-31,92,0,1
SKU_49,2022-06-30,109,0,0
SKU_49,2022-07-31,100,0,0
SKU_49,2022-08-31,122,0,0
SKU_49,2022-09-30,93,0,1
SKU_49,2022-10-31,111,0,0
SKU_49,2022-11-30,103,0,1
SKU_49,2022-12-31,157,0,0
SKU_50,2021-01-31,307,0,0
SKU_50,2021-02-28,418,1,0
SKU_50,2021-03-31,444,0,0
SKU_50,2021-04-30,329,0,0
SKU_50,2021-05-31,319,0,1
SKU_50,2021-06-30,325,0,0
SKU_50,2021-07-31,595,1,0
SKU_50,2021-08-31,281,0,0
SKU_50,2021-09-30,336,0,0
SKU_50,2021-10-31,346,0,0
SKU_50,2021-11-30,335,0,0
SKU_50,2021-12-31,620,1,0
SKU_50,2022-01-31,392,0,0
SKU_50,2022-02-28,315,0,0
SKU_50,2022-03-31,371,0,0
SKU_50,2022-04-30,317,0,0
SKU_50,2022-05-31,369,0,0
SKU_50,2022-06-30,314,0,0
SKU_50,2022-07-31,311,0,0
SKU_50,2022-08-31,500,1,0
SKU_50,2022-09-30,400,0,0
SKU_50,2022-10-31,381,0,0
SKU_50,2022-11-30,358,0,0
SKU_50,2022-12-31,541,0,0
SKU_51,2021-01-31,214,0,0
SKU_51,2021-02-28,201,0,0
SKU_51,2021-03-31,250,0,1
SKU_51,2021-04-30,184,0,0
SKU_51,2021-05-31,195,0,0
SKU_51,2021-06-30,206,0,1
SKU_51,2021-07-31,198,0,0
SKU_51,2021-08-31,198,0,0
SKU_51,2021-09-30,231,0,0
SKU_51,2021-10-31,212,0,0
SKU_51,2021-11-30,306,1,0
SKU_51,2021-12-31,385,0,0
SKU_51,2022-01-31,247,1,0
SKU_51,2022-02-28,230,0,0
SKU_51,2022-03-31,231,0,0
SKU_51,2022-04-30,246,0,0
SKU_51,2022-05-31,165,0,0
SKU_51,2022-06-30,234,0,0
SKU_51,2022-07-31,351,1,0
SKU_51,2022-08-31,209,0,0
SKU_51,2022-09-30,224,0,0
SKU_51,2022-10-31,212,0,0
SKU_51,2022-11-30,235,0,1
SKU_51,2022-12-31,312,0,0
SKU_52,2021-01-31,701,1,0
SKU_52,2021-02-28,439,0,0
SKU_52,2021-03-31,499,0,0
SKU_52,2021-04-30,488,0,0
SKU_52,2021-05-31,438,0,0
SKU_52,2021-06-30,517,0,1
SKU_52,2021-07-31,341,0,0
SKU_52,2021-08-31,444,0,0
SKU_52,2021-09-30,431,0,0
SKU_52,2021-10-31,423,0,0
SKU_52,2021-11-30,480,0,0
SKU_52,2021-12-31,674,0,0
SKU_52,2022-01-31,736,1,0
SKU_52,2022-02-28,481,0,0
SKU_52,2022-03-31,396,0,0
SKU_52,2022-04-30,819,1,0
SKU_52,2022-05-31,693,1,0
SKU_52,2022-06-30,546,0,0
SKU_52,2022-07-31,464,0,0
SKU_52,2022-08-31,477,0,0
SKU_52,2022-09-30,329,0,0
SKU_52,2022-10-31,417,0,0
SKU_52,2022-11-30,490,0,1
SKU_52,2022-12-31,989,1,0
SKU_53,2021-01-31,257,0,0
SKU_53,2021-02-28,221,0,0
SKU_53,2021-03-31,251,0,0
SKU_53,2021-04-30,350,1,0
SKU_53,2021-05-31,326,1,0
SKU_53,2021-06-30,251,0,0
SKU_53,2021-07-31,300,0,0
SKU_53,2021-08-31,406,1,0
SKU_53,2021-09-30,349,1,0
SKU_53,2021-10-31,246,0,0
SKU_53,2021-11-30,242,0,0
SKU_53,2021-12-31,360,0,1
SKU_53,2022-01-31,240,0,0
SKU_53,2022-02-28,255,0,0
SKU_53,2022-03-31,341,1,0
SKU_53,2022-04-30,254,0,0
SKU_53,2022-05-31,300,0,0
SKU_53,2022-06-30,260,0,0
SKU_53,2022-07-31,278,0,0
SKU_53,2022-08-31,240,0,0
SKU_53,2022-09-30,254,0,0
SKU_53,2022-10-31,228,0,0
SKU_53,2022-11-30,192,0,0
SKU_53,2022-12-31,429,0,0
SKU_54,2021-01-31,317,1,0
SKU_54,2021-02-28,159,0,0
SKU_54,2021-03-31,189,0,0
SKU_54,2021-04-30,183,0,0
SKU_54,2021-05-31,179,0,0
SKU_54,2021-06-30,210,0,0
SKU_54,2021-07-31,248,1,0
SKU_54,2021-08-31,181,0,1
SKU_54,2021-09-30,175,0,1
SKU_54,2021-10-31,160,0,0
SKU_54,2021-11-30,197,0,1
SKU_54,2021-12-31,284,0,0
SKU_54,2022-01-31,197,0,0
SKU_54,2022-02-28,197,0,0
SKU_54,2022-03-31,205,0,0
SKU_54,2022-04-30,253,1,0
SKU_54,2022-05-31,203,0,0
SKU_54,2022-06-30,300,1,0
SKU_54,2022-07-31,200,0,0
SKU_54,2022-08-31,207,0,0
SKU_54,2022-09-30,192,0,0
SKU_54,2022-10-31,159,0,0
SKU_54,2022-11-30,169,0,0
SKU_54,2022-12-31,285,0,1
SKU_55,2021-01-31,247,0,0
SKU_55,2021-02-28,342,1,0
SKU_55,2021-03-31,253,0,0
SKU_55,2021-04-30,210,0,0
SKU_55,2021-05-31,191,0,1
SKU_55,2021-06-30,282,0,0
SKU_55,2021-07-31,298,1,1
SKU_55,2021-08-31,241,0,0
SKU_55,2021-09-30,274,0,0
SKU_55,2021-10-31,254,0,1
SKU_55,2021-11-30,230,0,0
SKU_55,2021-12-31,403,0,0
SKU_55,2022-01-31,411,1,1
SKU_55,2022-02-28,216,0,0
SKU_55,2022-03-31,278,0,0
SKU_55,2022-04-30,230,0,1
SKU_55,2022-05-31,268,0,0
SKU_55,2022-06-30,403,1,0
SKU_55,2022-07-31,325,0,1
SKU_55,2022-08-31,199,0,0
SKU_55,2022-09-30,233,0,0
SKU_55,2022-10-31,256,0,0
SKU_55,2022-11-30,261,0,0
SKU_55,2022-12-31,352,0,0
SKU_56,2021-01-31,261,1,0
SKU_56,2021-02-28,169,0,0
SKU_56,2021-03-31,276,1,0
SKU_56,2021-04-30,189,0,0
SKU_56,2021-05-31,260,1,0
SKU_56,2021-06-30,169,0,0
SKU_56,2021-07-31,196,0,0
SKU_56,2021-08-31,201,0,0
SKU_56,2021-09-30,182,0,0
SKU_56,2021-10-31,171,0,0
SKU_56,2021-11-30,164,0,1
SKU_56,2021-12-31,258,0,0
SKU_56,2022-01-31,192,0,0
SKU_56,2022-02-28,181,0,1
SKU_56,2022-03-31,154,0,0
SKU_56,2022-04-30,176,0,1
SKU_56,2022-05-31,194,0,0
SKU_56,2022-06-30,175,0,0
SKU_56,2022-07-31,253,1,0
SKU_56,2022-08-31,180,0,0
SKU_56,2022-09-30,211,1,0
SKU_56,2022-10-31,197,0,0
SKU_56,2022-11-30,172,0,0
SKU_56,2022-12-31,278,0,0
SKU_57,2021-01-31,459,0,0
SKU_57,2021-02-28,444,0,0
SKU_57,2021-03-31,476,0,0
SKU_57,2021-04-30,330,0,0
SKU_57,2021-05-31,407,0,0
SKU_57,2021-06-30,476,0,0
SKU_57,2021-07-31,310,0,1
SKU_57,2021-08-31,426,0,0
SKU_57,2021-09-30,394,0,0
SKU_57,2021-10-31,463,0,0
SKU_57,2021-11-30,375,0,0
SKU_57,2021-12-31,919,1,0
SKU_57,2022-01-31,398,0,0
SKU_57,2022-02-28,381,0,0
SKU_57,2022-03-31,443,0,0
SKU_57,2022-04-30,432,0,0
SKU_57,2022-05-31,587,1,0
SKU_57,2022-06-30,431,0,0
SKU_57,2022-07-31,416,0,0
SKU_57,2022-08-31,383,0,0
SKU_57,2022-09-30,375,0,0
SKU_57,2022-10-31,343,0,0
SKU_57,2022-11-30,345,0,0
SKU_57,2022-12-31,782,1,0
SKU_58,2021-01-31,250,0,1
SKU_58,2021-02-28,230,0,0
SKU_58,2021-03-31,300,0,0
SKU_58,2021-04-30,289,0,0
SKU_58,2021-05-31,276,0,0
SKU_58,2021-06-30,285,0,0
SKU_58,2021-07-31,312,0,0
SKU_58,2021-08-31,312,0,1
SKU_58,2021-09-30,296,0,0
SKU_58,2021-10-31,465,1,0
SKU_58,2021-11-30,269,0,0
SKU_58,2021-12-31,329,0,0
SKU_58,2022-01-31,340,1,0
SKU_58,2022-02-28,294,0,1
SKU_58,2022-03-31,286,0,0
SKU_58,2022-04-30,440,1,0
SKU_58,2022-05-31,414,1,0
SKU_58,2022-06-30,278,0,0
SKU_58,2022-07-31,278,0,0
SKU_58,2022-08-31,280,0,0
SKU_58,2022-09-30,245,0,0
SKU_58,2022-10-31,276,0,0
SKU_58,2022-11-30,263,0,0
SKU_58,2022-12-31,387,0,0
SKU_59,2021-01-31,387,0,0
SKU_59,2021-02-28,413,0,0
SKU_59,2021-03-31,344,0,0
SKU_59,2021-04-30,409,0,0
SKU_59,2021-05-31,365,0,0
SKU_59,2021-06-30,443,0,0
SKU_59,2021-07-31,355,0,0
SKU_59,2021-08-31,597,1,0
SKU_59,2021-09-30,470,0,0
SKU_59,2021-10-31,336,0,0
SKU_59,2021-11-30,411,0,0
SKU_59,2021-12-31,614,0,0
SKU_59,2022-01-31,410,0,0
SKU_59,2022-02-28,372,0,0
SKU_59,2022-03-31,419,0,0
SKU_59,2022-04-30,420,0,0
SKU_59,2022-05-31,375,0,1
SKU_59,2022-06-30,352,0,0
SKU_59,2022-07-31,378,0,0
SKU_59,2022-08-31,378,0,0
SKU_59,2022-09-30,393,0,0
SKU_59,2022-10-31,384,0,1
SKU_59,2022-11-30,366,0,0
SKU_59,2022-12-31,852,1,0
SKU_60,2021-01-31,230,0,0
SKU_60,2021-02-28,244,0,0
SKU_60,2021-03-31,266,0,0
SKU_60,2021-04-30,267,0,0
SKU_60,2021-05-31,266,0,1
SKU_60,2021-06-30,238,0,0
SKU_60,2021-07-31,234,0,0
SKU_60,2021-08-31,214,0,0
SKU_60,2021-09-30,242,0,1
SKU_60,2021-10-31,284,0,0
SKU_60,2021-11-30,225,0,0
SKU_60,2021-12-31,373,0,0
SKU_60,2022-01-31,262,0,1
SKU_60,2022-02-28,234,0,0
SKU_60,2022-03-31,238,0,0
SKU_60,2022-04-30,254,0,0
SKU_60,2022-05-31,215,0,0
SKU_60,2022-06-30,179,0,0
SKU_60,2022-07-31,227,0,0
SKU_60,2022-08-31,273,0,0
SKU_60,2022-09-30,248,0,0
SKU_60,2022-10-31,394,1,0
SKU_60,2022-11-30,235,0,0
SKU_60,2022-12-31,367,0,0
SKU_61,2021-01-31,112,0,0
SKU_61,2021-02-28,109,0,0
SKU_61,2021-03-31,100,0,0
SKU_61,2021-04-30,113,0,0
SKU_61,2021-05-31,96,0,0
SKU_61,2021-06-30,97,0,0
SKU_61,2021-07-31,103,0,0
SKU_61,2021-08-31,154,1,0
SKU_61,2021-09-30,103,0,0
SKU_61,2021-10-31,106,0,1
SKU_61,2021-11-30,90,0,0
SKU_61,2021-12-31,160,0,0
SKU_61,2022-01-31,87,0,0
SKU_61,2022-02-28,104,0,0
SKU_61,2022-03-31,112,0,0
SKU_61,2022-04-30,97,0,0
SKU_61,2022-05-31,99,0,0
SKU_61,2022-06-30,149,1,0
SKU_61,2022-07-31,93,0,1
SKU_61,2022-08-31,149,1,1
SKU_61,2022-09-30,106,0,0
SKU_61,2022-10-31,151,1,0
SKU_61,2022-11-30,98,0,0
SKU_61,2022-12-31,238,1,0
SKU_62,2021-01-31,308,0,0
SKU_62,2021-02-28,363,0,1
SKU_62,2021-03-31,344,0,1
SKU_62,2021-04-30,308,0,0
SKU_62,2021-05-31,352,0,0
