SKU,Product Name,Category,Dosage Form,Strength,Package Size,Batch Number,Manufacturing Date,Expiration Date,Unit Cost,Selling Price,Stock In,Stock Out,Stock Balance,Distributor ID,Distributor Name,Country,Distributor Type,Order Date,Quantity Ordered,Total Order Cost,Order Status,Payment Status,Shipping Date,Delivery Date,Transaction Date,Season,Holiday,Promotion,Lag_1,Lag_2,Lag_3,Moving Average,Demand Forecast
SKU_131,Medicine_SKU_131,Antifungal,Syrup,459mg,466ml,BN7472,2022-08-11,2025-03-27,17.85,24.32,0,50,180,DIST_26,Distributor_DIST_26,Germany,Pharmacy,2023-06-14,31,753.92,Shipped,Paid,2023-06-19,2023-06-23,2023-06-30,Winter,0,0,8,5,86,33.0,99
SKU_132,Medicine_SKU_132,Antiviral,Syrup,163mg,361ml,BN4485,2022-11-29,2025-10-02,33.5,46.94,0,37,-11,DIST_4,Distributor_DIST_4,France,Pharmacy,2023-06-24,165,7745.099999999999,Delivered,Partially Paid,2023-06-27,2023-07-02,2023-06-30,Winter,0,1,49,72,13,44.666666666666664,134
SKU_133,Medicine_SKU_133,Antibiotic,Injection,313mg,283ml,BN3980,2022-06-30,2024-06-05,30.0,46.65,0,22,43,DIST_7,Distributor_DIST_7,Japan,Pharmacy,2023-06-28,77,3592.0499999999997,Shipped,Partially Paid,2023-07-02,2023-07-09,2023-06-30,Winter,0,1,49,9,69,42.333333333333336,127
SKU_134,Medicine_SKU_134,Painkiller,Injection,241mg,430ml,BN5503,2022-06-07,2024-07-15,21.97,39.27,0,94,-55,DIST_22,Distributor_DIST_22,USA,Pharmacy,2023-06-28,26,1021.0200000000001,Canceled,Partially Paid,2023-07-02,2023-07-07,2023-06-30,Winter,0,0,84,24,11,39.666666666666664,119
SKU_135,Medicine_SKU_135,Antiviral,Syrup,183mg,148ml,BN1188,2022-09-14,2025-04-10,25.03,42.34,0,95,22,DIST_47,Distributor_DIST_47,France,Wholesale,2023-06-12,55,2328.7000000000003,Pending,Paid,2023-06-17,2023-06-23,2023-06-30,Winter,0,1,58,38,49,48.333333333333336,145
SKU_136,Medicine_SKU_136,Painkiller,Tablet,255mg,320ml,BN5661,2022-10-08,2025-08-03,39.83,79.3,0,38,-142,DIST_44,Distributor_DIST_44,India,Hospital,2023-06-25,115,9119.5,Shipped,Partially Paid,2023-06-29,2023-07-04,2023-06-30,Winter,0,0,92,72,9,57.666666666666664,173
SKU_137,Medicine_SKU_137,Antibiotic,Capsule,192mg,313ml,BN9342,2022-06-27,2024-04-11,17.81,28.11,0,35,-54,DIST_41,Distributor_DIST_41,USA,Pharmacy,2023-06-28,164,4610.04,Delivered,Partially Paid,2023-06-30,2023-07-08,2023-06-30,Winter,0,0,67,30,100,65.66666666666667,197
SKU_138,Medicine_SKU_138,Antiviral,Capsule,323mg,262ml,BN2914,2022-10-10,2025-02-20,48.27,76.91,0,99,-82,DIST_28,Distributor_DIST_28,Germany,Retail,2023-06-16,52,3999.3199999999997,Shipped,Paid,2023-06-18,2023-06-20,2023-06-30,Winter,0,0,93,43,47,61.0,183
SKU_139,Medicine_SKU_139,Antiviral,Tablet,352mg,307ml,BN4147,2022-06-22,2025-02-02,46.23,88.13,0,96,-68,DIST_42,Distributor_DIST_42,France,Hospital,2023-06-15,67,5904.71,Canceled,Paid,2023-06-16,2023-06-21,2023-06-30,Winter,0,0,76,13,88,59.0,177
SKU_140,Medicine_SKU_140,Painkiller,Capsule,435mg,108ml,BN6582,2022-08-02,2025-03-30,48.51,79.25,0,30,-1,DIST_30,Distributor_DIST_30,Japan,Retail,2023-06-23,24,1902.0,Pending,Partially Paid,2023-06-24,2023-06-26,2023-06-30,Winter,0,0,47,41,94,60.666666666666664,182
SKU_141,Medicine_SKU_141,Antiviral,Injection,122mg,308ml,BN4964,2022-05-03,2024-05-18,15.74,23.53,0,86,-158,DIST_44,Distributor_DIST_44,USA,Pharmacy,2023-06-11,195,4588.35,Delivered,Unpaid,2023-06-15,2023-06-22,2023-06-30,Winter,0,0,82,56,34,57.333333333333336,172
SKU_142,Medicine_SKU_142,Antibiotic,Tablet,403mg,373ml,BN6864,2022-03-25,2023-08-29,41.32,59.89,0,12,181,DIST_47,Distributor_DIST_47,France,Pharmacy,2023-06-25,114,6827.46,Canceled,Unpaid,2023-06-26,2023-07-04,2023-06-30,Winter,0,1,41,39,67,49.0,147
SKU_143,Medicine_SKU_143,Antiviral,Injection,72mg,438ml,BN7630,2022-09-06,2024-04-20,22.42,39.75,0,72,-45,DIST_34,Distributor_DIST_34,USA,Pharmacy,2023-06-13,170,6757.5,Pending,Paid,2023-06-16,2023-06-25,2023-06-30,Winter,0,1,79,35,94,69.33333333333333,208
SKU_144,Medicine_SKU_144,Antiviral,Tablet,156mg,240ml,BN9642,2022-06-10,2024-09-06,46.93,90.89,0,76,101,DIST_46,Distributor_DIST_46,France,Retail,2023-06-27,158,14360.62,Pending,Unpaid,2023-07-01,2023-07-03,2023-06-30,Winter,0,0,26,31,97,51.333333333333336,154
SKU_145,Medicine_SKU_145,Antifungal,Capsule,300mg,375ml,BN1492,2022-08-12,2024-09-28,32.76,60.71,0,57,-2,DIST_48,Distributor_DIST_48,Germany,Retail,2023-06-21,132,8013.72,Delivered,Partially Paid,2023-06-25,2023-07-01,2023-06-30,Winter,0,0,44,33,69,48.666666666666664,146
SKU_146,Medicine_SKU_146,Painkiller,Syrup,411mg,474ml,BN1646,2022-10-29,2024-05-01,18.72,34.72,0,76,36,DIST_10,Distributor_DIST_10,USA,Pharmacy,2023-06-20,13,451.36,Canceled,Paid,2023-06-23,2023-06-27,2023-06-30,Winter,0,0,76,43,44,54.333333333333336,163
SKU_147,Medicine_SKU_147,Antiviral,Tablet,485mg,277ml,BN8836,2022-08-01,2023-08-09,18.12,31.12,0,65,-155,DIST_10,Distributor_DIST_10,Germany,Pharmacy,2023-06-16,144,4481.28,Shipped,Unpaid,2023-06-20,2023-06-30,2023-06-30,Winter,0,0,62,46,40,49.333333333333336,148
SKU_148,Medicine_SKU_148,Antibiotic,Capsule,172mg,125ml,BN3598,2022-06-16,2025-06-11,15.8,22.53,0,44,65,DIST_16,Distributor_DIST_16,USA,Hospital,2023-06-14,190,4280.7,Pending,Paid,2023-06-15,2023-06-22,2023-06-30,Winter,0,0,97,94,65,85.33333333333333,256
SKU_149,Medicine_SKU_149,Antiviral,Syrup,482mg,391ml,BN6998,2022-06-13,2025-04-13,5.17,9.06,0,15,-39,DIST_32,Distributor_DIST_32,Japan,Hospital,2023-06-21,109,987.5400000000001,Delivered,Partially Paid,2023-06-25,2023-06-30,2023-06-30,Winter,0,0,34,23,75,44.0,132
SKU_150,Medicine_SKU_150,Antibiotic,Tablet,417mg,170ml,BN4081,2022-11-09,2025-09-21,35.79,51.97,0,66,117,DIST_43,Distributor_DIST_43,Germany,Hospital,2023-06-11,167,8678.99,Delivered,Unpaid,2023-06-13,2023-06-20,2023-06-30,Winter,0,0,39,78,87,68.0,204
SKU_1,Medicine_SKU_1,Painkiller,Tablet,323mg,213ml,BN2354,2022-11-12,2024-10-21,38.46,70.81,88,57,129,DIST_9,Distributor_DIST_9,UK,Hospital,2023-07-13,174,12320.94,Canceled,Unpaid,2023-07-14,2023-07-22,2023-07-31,Spring,0,0,39,32,17,29.333333333333332,88
SKU_2,Medicine_SKU_2,Painkiller,Syrup,339mg,119ml,BN4204,2022-12-21,2025-09-11,44.47,82.1,261,56,73,DIST_18,Distributor_DIST_18,France,Retail,2023-07-17,128,10508.8,Shipped,Unpaid,2023-07-18,2023-07-22,2023-07-31,Spring,0,0,95,94,72,87.0,261
SKU_3,Medicine_SKU_3,Antifungal,Syrup,167mg,462ml,BN8051,2022-05-31,2023-09-11,31.96,48.99,152,84,99,DIST_27,Distributor_DIST_27,UK,Pharmacy,2023-07-30,33,1616.67,Shipped,Partially Paid,2023-08-01,2023-08-06,2023-07-31,Spring,0,0,35,95,22,50.666666666666664,152
SKU_4,Medicine_SKU_4,Antibiotic,Syrup,411mg,160ml,BN6902,2022-04-26,2025-03-31,20.43,25.01,222,95,118,DIST_44,Distributor_DIST_44,France,Retail,2023-07-25,55,1375.5500000000002,Shipped,Partially Paid,2023-07-26,2023-08-01,2023-07-31,Spring,1,0,60,88,74,74.0,222
SKU_5,Medicine_SKU_5,Painkiller,Injection,429mg,182ml,BN2778,2022-07-18,2023-08-19,49.32,88.39,109,56,22,DIST_17,Distributor_DIST_17,France,Hospital,2023-07-25,61,5391.79,Shipped,Partially Paid,2023-07-30,2023-08-09,2023-07-31,Spring,0,0,13,10,86,36.333333333333336,109
SKU_6,Medicine_SKU_6,Painkiller,Capsule,481mg,125ml,BN1880,2022-06-25,2025-02-24,16.66,28.99,187,90,9,DIST_12,Distributor_DIST_12,USA,Pharmacy,2023-07-29,15,434.84999999999997,Delivered,Partially Paid,2023-08-03,2023-08-07,2023-07-31,Spring,0,1,28,63,96,62.333333333333336,187
SKU_7,Medicine_SKU_7,Antibiotic,Tablet,230mg,287ml,BN2180,2022-08-05,2025-02-06,42.69,71.57,191,40,158,DIST_5,Distributor_DIST_5,Germany,Hospital,2023-07-28,136,9733.519999999999,Delivered,Paid,2023-08-02,2023-08-06,2023-07-31,Spring,0,0,62,39,90,63.666666666666664,191
SKU_8,Medicine_SKU_8,Antibiotic,Tablet,486mg,178ml,BN1233,2022-03-26,2023-07-29,10.11,16.72,244,11,205,DIST_24,Distributor_DIST_24,India,Pharmacy,2023-07-27,25,418.0,Pending,Paid,2023-07-31,2023-08-04,2023-07-31,Spring,0,0,62,94,88,81.33333333333333,244
SKU_9,Medicine_SKU_9,Painkiller,Injection,77mg,377ml,BN7008,2022-12-27,2025-01-12,7.5,9.47,155,32,-5,DIST_47,Distributor_DIST_47,India,Hospital,2023-07-23,166,1572.0200000000002,Pending,Paid,2023-07-26,2023-08-01,2023-07-31,Spring,0,0,82,22,51,51.666666666666664,155
SKU_10,Medicine_SKU_10,Antiviral,Syrup,245mg,491ml,BN6713,2022-10-05,2024-02-26,17.41,21.36,193,8,88,DIST_7,Distributor_DIST_7,Japan,Retail,2023-07-19,67,1431.12,Delivered,Unpaid,2023-07-24,2023-08-03,2023-07-31,Spring,0,0,73,79,41,64.33333333333333,193
SKU_11,Medicine_SKU_11,Antibiotic,Tablet,457mg,421ml,BN3146,2022-10-31,2023-11-12,37.21,69.94,129,48,-33,DIST_30,Distributor_DIST_30,Germany,Retail,2023-07-11,161,11260.34,Pending,Partially Paid,2023-07-12,2023-07-17,2023-07-31,Spring,0,0,80,9,40,43.0,129
SKU_12,Medicine_SKU_12,Antibiotic,Capsule,353mg,390ml,BN5619,2022-05-10,2023-08-25,7.21,13.84,94,51,135,DIST_3,Distributor_DIST_3,Japan,Retail,2023-07-25,56,775.04,Pending,Partially Paid,2023-07-27,2023-08-06,2023-07-31,Spring,0,0,50,13,31,31.333333333333332,94
SKU_13,Medicine_SKU_13,Antiviral,Capsule,469mg,204ml,BN2476,2023-01-05,2024-01-14,12.53,24.17,111,45,129,DIST_25,Distributor_DIST_25,France,Pharmacy,2023-07-27,110,2658.7000000000003,Shipped,Unpaid,2023-07-28,2023-08-06,2023-07-31,Spring,0,0,13,92,6,37.0,111
SKU_14,Medicine_SKU_14,Antifungal,Capsule,223mg,151ml,BN6794,2022-06-13,2024-01-13,28.3,53.6,266,44,127,DIST_12,Distributor_DIST_12,Japan,Hospital,2023-07-16,51,2733.6,Canceled,Paid,2023-07-18,2023-07-22,2023-07-31,Spring,0,1,94,100,72,88.66666666666667,266
SKU_15,Medicine_SKU_15,Painkiller,Injection,157mg,161ml,BN7779,2022-11-23,2024-06-26,49.01,70.78,140,79,128,DIST_39,Distributor_DIST_39,Germany,Wholesale,2023-07-14,173,12244.94,Shipped,Unpaid,2023-07-18,2023-07-28,2023-07-31,Spring,0,0,76,24,40,46.666666666666664,140
SKU_16,Medicine_SKU_16,Antibiotic,Syrup,226mg,250ml,BN6533,2022-08-05,2025-05-16,21.0,39.67,270,90,105,DIST_2,Distributor_DIST_2,Japan,Retail,2023-07-28,183,7259.610000000001,Delivered,Unpaid,2023-07-31,2023-08-04,2023-07-31,Spring,0,0,94,88,88,90.0,270
SKU_17,Medicine_SKU_17,Antifungal,Injection,299mg,226ml,BN7660,2022-10-28,2024-11-12,27.9,40.57,168,10,14,DIST_7,Distributor_DIST_7,USA,Hospital,2023-07-21,112,4543.84,Canceled,Partially Paid,2023-07-24,2023-08-02,2023-07-31,Spring,0,0,70,57,41,56.0,168
SKU_18,Medicine_SKU_18,Antiviral,Syrup,409mg,308ml,BN3217,2022-04-30,2024-03-18,42.47,69.54,183,55,65,DIST_17,Distributor_DIST_17,Japan,Hospital,2023-07-24,138,9596.52,Canceled,Paid,2023-07-25,2023-07-29,2023-07-31,Spring,0,0,62,100,21,61.0,183
SKU_19,Medicine_SKU_19,Antiviral,Tablet,227mg,101ml,BN3416,2022-03-18,2023-06-29,37.79,52.3,210,40,-19,DIST_11,Distributor_DIST_11,USA,Retail,2023-07-27,169,8838.699999999999,Shipped,Partially Paid,2023-07-28,2023-08-04,2023-07-31,Spring,0,0,53,71,86,70.0,210
SKU_20,Medicine_SKU_20,Painkiller,Capsule,436mg,123ml,BN4012,2022-09-22,2025-06-10,38.98,61.25,162,94,191,DIST_40,Distributor_DIST_40,India,Pharmacy,2023-07-17,133,8146.25,Shipped,Paid,2023-07-20,2023-07-28,2023-07-31,Spring,0,1,85,27,50,54.0,162
SKU_21,Medicine_SKU_21,Antiviral,Tablet,230mg,276ml,BN5259,2022-07-19,2023-09-14,41.2,50.35,165,48,60,DIST_28,Distributor_DIST_28,UK,Retail,2023-07-19,16,805.6,Canceled,Unpaid,2023-07-24,2023-07-26,2023-07-31,Spring,0,0,15,55,95,55.0,165
SKU_22,Medicine_SKU_22,Antifungal,Injection,269mg,178ml,BN8448,2022-12-29,2025-01-14,40.64,70.86,225,84,96,DIST_28,Distributor_DIST_28,UK,Retail,2023-07-27,21,1488.06,Canceled,Paid,2023-07-30,2023-08-01,2023-07-31,Spring,0,1,89,60,76,75.0,225
SKU_23,Medicine_SKU_23,Antiviral,Tablet,276mg,123ml,BN2849,2022-10-01,2025-02-15,47.4,63.39,114,84,-15,DIST_20,Distributor_DIST_20,USA,Wholesale,2023-07-19,123,7796.97,Pending,Paid,2023-07-24,2023-07-26,2023-07-31,Spring,0,1,21,69,24,38.0,114
SKU_24,Medicine_SKU_24,Antiviral,Injection,419mg,400ml,BN7361,2022-12-04,2024-06-18,42.92,65.06,201,40,149,DIST_11,Distributor_DIST_11,France,Retail,2023-07-11,99,6440.9400000000005,Pending,Unpaid,2023-07-15,2023-07-23,2023-07-31,Spring,0,0,65,57,79,67.0,201
SKU_25,Medicine_SKU_25,Antifungal,Syrup,330mg,390ml,BN3693,2022-12-29,2024-03-09,47.92,80.69,176,21,12,DIST_20,Distributor_DIST_20,France,Hospital,2023-07-30,39,3146.91,Shipped,Unpaid,2023-08-02,2023-08-06,2023-07-31,Spring,0,0,80,44,52,58.666666666666664,176
SKU_26,Medicine_SKU_26,Antifungal,Injection,141mg,233ml,BN2466,2022-09-19,2025-05-09,18.54,26.27,199,5,226,DIST_7,Distributor_DIST_7,Germany,Hospital,2023-07-30,158,4150.66,Pending,Paid,2023-07-31,2023-08-07,2023-07-31,Spring,0,0,86,43,70,66.33333333333333,199
SKU_27,Medicine_SKU_27,Antifungal,Syrup,96mg,218ml,BN4449,2022-03-30,2025-03-16,29.64,46.55,136,74,145,DIST_49,Distributor_DIST_49,France,Hospital,2023-07-14,49,2280.95,Delivered,Unpaid,2023-07-17,2023-07-21,2023-07-31,Spring,0,0,22,28,86,45.333333333333336,136
SKU_28,Medicine_SKU_28,Painkiller,Tablet,377mg,398ml,BN5030,2022-07-28,2025-06-23,10.99,16.98,156,44,64,DIST_36,Distributor_DIST_36,UK,Hospital,2023-07-13,44,747.12,Delivered,Paid,2023-07-16,2023-07-19,2023-07-31,Spring,1,1,78,13,65,52.0,156
SKU_29,Medicine_SKU_29,Painkiller,Capsule,161mg,360ml,BN7804,2022-05-06,2024-11-30,25.71,47.75,85,32,193,DIST_47,Distributor_DIST_47,Germany,Wholesale,2023-07-19,135,6446.25,Delivered,Partially Paid,2023-07-24,2023-07-29,2023-07-31,Spring,0,0,17,29,39,28.333333333333332,85
SKU_30,Medicine_SKU_30,Antifungal,Capsule,259mg,474ml,BN8743,2022-11-23,2024-02-08,36.02,54.49,194,22,203,DIST_40,Distributor_DIST_40,USA,Retail,2023-07-24,181,9862.69,Shipped,Paid,2023-07-27,2023-08-05,2023-07-31,Spring,0,0,37,78,79,64.66666666666667,194
SKU_31,Medicine_SKU_31,Antibiotic,Syrup,434mg,151ml,BN2699,2022-05-19,2024-01-11,35.99,45.46,195,82,20,DIST_7,Distributor_DIST_7,France,Hospital,2023-07-14,191,8682.86,Canceled,Paid,2023-07-16,2023-07-23,2023-07-31,Spring,0,0,37,88,70,65.0,195
SKU_32,Medicine_SKU_32,Antibiotic,Syrup,442mg,340ml,BN2562,2022-09-14,2023-10-09,21.18,41.07,64,5,73,DIST_21,Distributor_DIST_21,India,Wholesale,2023-07-14,108,4435.56,Pending,Unpaid,2023-07-18,2023-07-24,2023-07-31,Spring,0,0,11,15,38,21.333333333333332,64
SKU_33,Medicine_SKU_33,Painkiller,Syrup,226mg,426ml,BN3811,2022-03-19,2024-01-06,13.57,18.7,142,42,135,DIST_17,Distributor_DIST_17,India,Retail,2023-07-24,110,2057.0,Delivered,Partially Paid,2023-07-26,2023-07-31,2023-07-31,Spring,0,0,17,81,44,47.333333333333336,142
SKU_34,Medicine_SKU_34,Antibiotic,Capsule,227mg,299ml,BN8976,2022-05-12,2024-05-06,30.64,57.18,131,97,107,DIST_25,Distributor_DIST_25,Germany,Wholesale,2023-07-15,195,11150.1,Canceled,Unpaid,2023-07-20,2023-07-24,2023-07-31,Spring,0,0,51,45,35,43.666666666666664,131
SKU_35,Medicine_SKU_35,Antibiotic,Syrup,184mg,379ml,BN3918,2022-06-22,2024-07-03,18.45,29.34,237,49,101,DIST_44,Distributor_DIST_44,France,Hospital,2023-07-14,84,2464.56,Pending,Unpaid,2023-07-19,2023-07-28,2023-07-31,Spring,0,0,74,74,89,79.0,237
SKU_36,Medicine_SKU_36,Antiviral,Injection,341mg,271ml,BN2905,2022-10-18,2024-09-04,15.36,22.48,204,84,-39,DIST_30,Distributor_DIST_30,USA,Hospital,2023-07-19,148,3327.04,Pending,Paid,2023-07-20,2023-07-29,2023-07-31,Spring,0,0,59,89,56,68.0,204
SKU_37,Medicine_SKU_37,Antifungal,Syrup,112mg,218ml,BN2804,2022-09-23,2025-07-19,45.55,85.76,150,88,56,DIST_15,Distributor_DIST_15,Japan,Pharmacy,2023-07-20,170,14579.2,Canceled,Partially Paid,2023-07-25,2023-08-03,2023-07-31,Spring,0,0,7,94,49,50.0,150
SKU_38,Medicine_SKU_38,Antiviral,Tablet,416mg,357ml,BN3301,2022-11-03,2024-09-19,47.98,91.45,204,53,97,DIST_48,Distributor_DIST_48,Japan,Wholesale,2023-07-22,142,12985.9,Canceled,Paid,2023-07-26,2023-08-04,2023-07-31,Spring,0,0,90,88,26,68.0,204
SKU_39,Medicine_SKU_39,Antibiotic,Syrup,221mg,130ml,BN4430,2022-11-20,2025-05-16,26.72,47.88,193,80,148,DIST_15,Distributor_DIST_15,Japan,Retail,2023-07-15,94,4500.72,Pending,Partially Paid,2023-07-18,2023-07-22,2023-07-31,Spring,0,0,31,83,79,64.33333333333333,193
SKU_40,Medicine_SKU_40,Antibiotic,Syrup,327mg,107ml,BN4261,2022-09-27,2024-08-13,5.34,6.96,239,78,72,DIST_39,Distributor_DIST_39,UK,Hospital,2023-07-13,13,90.48,Canceled,Paid,2023-07-16,2023-07-18,2023-07-31,Spring,0,0,92,63,84,79.66666666666667,239
SKU_41,Medicine_SKU_41,Antifungal,Capsule,68mg,458ml,BN2638,2022-03-21,2024-05-17,24.78,29.87,194,34,161,DIST_35,Distributor_DIST_35,UK,Retail,2023-07-23,151,4510.37,Delivered,Paid,2023-07-25,2023-08-04,2023-07-31,Spring,1,1,58,91,45,64.66666666666667,194
SKU_42,Medicine_SKU_42,Antibiotic,Injection,113mg,116ml,BN7050,2022-08-30,2024-09-24,6.2,10.97,286,68,106,DIST_18,Distributor_DIST_18,UK,Hospital,2023-07-20,113,1239.6100000000001,Shipped,Paid,2023-07-25,2023-08-04,2023-07-31,Spring,0,0,100,87,99,95.33333333333333,286
SKU_43,Medicine_SKU_43,Painkiller,Injection,89mg,193ml,BN7830,2022-04-18,2024-09-14,19.33,35.17,216,36,168,DIST_41,Distributor_DIST_41,Germany,Wholesale,2023-07-15,150,5275.5,Delivered,Partially Paid,2023-07-18,2023-07-25,2023-07-31,Spring,0,0,66,89,61,72.0,216
SKU_44,Medicine_SKU_44,Painkiller,Tablet,57mg,469ml,BN9021,2022-08-31,2025-05-01,18.54,30.17,134,89,112,DIST_20,Distributor_DIST_20,Japan,Hospital,2023-07-28,81,2443.77,Shipped,Paid,2023-08-02,2023-08-12,2023-07-31,Spring,0,1,59,62,13,44.666666666666664,134
SKU_45,Medicine_SKU_45,Antibiotic,Capsule,83mg,182ml,BN9223,2022-12-26,2025-09-05,21.18,32.99,217,30,162,DIST_37,Distributor_DIST_37,USA,Hospital,2023-07-29,17,560.83,Canceled,Paid,2023-07-30,2023-08-09,2023-07-31,Spring,0,0,64,65,88,72.33333333333333,217
SKU_46,Medicine_SKU_46,Antibiotic,Injection,233mg,377ml,BN2616,2022-08-25,2024-05-14,42.45,77.83,36,16,245,DIST_30,Distributor_DIST_30,India,Hospital,2023-07-17,156,12141.48,Shipped,Unpaid,2023-07-22,2023-07-28,2023-07-31,Spring,0,0,5,23,8,12.0,36
SKU_47,Medicine_SKU_47,Antifungal,Tablet,167mg,476ml,BN7340,2022-08-09,2025-01-30,12.15,19.07,142,97,164,DIST_22,Distributor_DIST_22,USA,Hospital,2023-07-14,95,1811.65,Pending,Partially Paid,2023-07-19,2023-07-22,2023-07-31,Spring,0,0,26,43,73,47.333333333333336,142
SKU_48,Medicine_SKU_48,Antiviral,Syrup,124mg,192ml,BN7114,2022-04-03,2023-05-13,18.63,30.79,83,55,143,DIST_1,Distributor_DIST_1,USA,Pharmacy,2023-07-22,64,1970.56,Delivered,Paid,2023-07-27,2023-08-06,2023-07-31,Spring,0,0,6,13,64,27.666666666666668,83
SKU_49,Medicine_SKU_49,Antifungal,Capsule,126mg,275ml,BN7393,2022-04-11,2025-02-28,16.89,29.85,71,98,73,DIST_20,Distributor_DIST_20,Japan,Pharmacy,2023-07-25,184,5492.400000000001,Pending,Unpaid,2023-07-28,2023-08-04,2023-07-31,Spring,0,0,27,35,9,23.666666666666668,71
SKU_50,Medicine_SKU_50,Painkiller,Capsule,390mg,197ml,BN6668,2022-06-12,2024-06-14,10.1,18.96,124,58,-13,DIST_5,Distributor_DIST_5,Germany,Retail,2023-07-23,59,1118.64,Canceled,Partially Paid,2023-07-25,2023-08-03,2023-07-31,Spring,0,0,47,22,55,41.333333333333336,124
SKU_51,Medicine_SKU_51,Antifungal,Capsule,167mg,409ml,BN8499,2022-04-24,2023-09-11,49.73,98.37,197,8,46,DIST_15,Distributor_DIST_15,France,Pharmacy,2023-07-24,97,9541.890000000001,Shipped,Paid,2023-07-29,2023-08-02,2023-07-31,Spring,0,0,93,25,79,65.66666666666667,197
SKU_52,Medicine_SKU_52,Antifungal,Syrup,73mg,278ml,BN8806,2022-04-24,2023-05-18,9.75,17.28,128,84,75,DIST_35,Distributor_DIST_35,Japan,Retail,2023-07-29,89,1537.92,Canceled,Unpaid,2023-07-31,2023-08-09,2023-07-31,Spring,0,0,41,11,76,42.666666666666664,128
SKU_53,Medicine_SKU_53,Antifungal,Tablet,363mg,228ml,BN4648,2022-04-14,2024-03-24,40.86,68.06,111,88,209,DIST_7,Distributor_DIST_7,India,Pharmacy,2023-07-14,181,12318.86,Pending,Partially Paid,2023-07-15,2023-07-19,2023-07-31,Spring,0,0,55,5,51,37.0,111
SKU_54,Medicine_SKU_54,Painkiller,Capsule,491mg,447ml,BN2165,2022-11-10,2025-10-23,40.24,79.01,146,64,-37,DIST_4,Distributor_DIST_4,Japan,Hospital,2023-07-16,34,2686.34,Canceled,Unpaid,2023-07-17,2023-07-20,2023-07-31,Spring,0,0,37,53,56,48.666666666666664,146
SKU_55,Medicine_SKU_55,Antiviral,Injection,133mg,327ml,BN1940,2022-04-09,2024-12-03,27.9,54.17,187,95,-56,DIST_2,Distributor_DIST_2,Germany,Retail,2023-07-29,32,1733.44,Pending,Paid,2023-07-30,2023-08-06,2023-07-31,Spring,0,1,83,85,19,62.333333333333336,187
SKU_56,Medicine_SKU_56,Antifungal,Tablet,336mg,231ml,BN1342,2022-05-17,2025-01-05,30.47,57.98,207,74,214,DIST_10,Distributor_DIST_10,UK,Wholesale,2023-07-17,62,3594.7599999999998,Canceled,Partially Paid,2023-07-22,2023-07-30,2023-07-31,Spring,0,0,76,91,40,69.0,207
SKU_57,Medicine_SKU_57,Antiviral,Capsule,241mg,433ml,BN2287,2022-04-26,2025-01-11,5.95,11.22,197,8,217,DIST_42,Distributor_DIST_42,Japan,Hospital,2023-07-28,32,359.04,Shipped,Paid,2023-08-02,2023-08-12,2023-07-31,Spring,0,0,47,73,77,65.66666666666667,197
SKU_58,Medicine_SKU_58,Painkiller,Capsule,234mg,293ml,BN8399,2022-04-13,2024-04-05,36.35,54.21,104,99,189,DIST_9,Distributor_DIST_9,India,Retail,2023-07-16,161,8727.81,Delivered,Partially Paid,2023-07-17,2023-07-25,2023-07-31,Spring,1,0,35,42,27,34.666666666666664,104
SKU_59,Medicine_SKU_59,Antifungal,Injection,476mg,194ml,BN1763,2022-11-13,2023-12-11,17.77,32.09,181,67,119,DIST_21,Distributor_DIST_21,Japan,Hospital,2023-07-17,122,3914.9800000000005,Shipped,Unpaid,2023-07-21,2023-07-23,2023-07-31,Spring,0,0,39,76,66,60.333333333333336,181
SKU_60,Medicine_SKU_60,Painkiller,Tablet,441mg,212ml,BN9022,2022-12-06,2025-09-29,47.82,84.53,186,99,99,DIST_42,Distributor_DIST_42,UK,Retail,2023-07-19,47,3972.91,Shipped,Paid,2023-07-21,2023-07-29,2023-07-31,Spring,0,1,78,77,31,62.0,186
SKU_61,Medicine_SKU_61,Antibiotic,Capsule,99mg,145ml,BN4080,2022-03-29,2024-12-12,19.5,36.12,237,68,163,DIST_43,Distributor_DIST_43,UK,Wholesale,2023-07-11,193,6971.16,Shipped,Unpaid,2023-07-13,2023-07-20,2023-07-31,Spring,0,0,91,58,88,79.0,237
SKU_62,Medicine_SKU_62,Antiviral,Capsule,319mg,364ml,BN8331,2022-09-22,2025-03-27,11.31,18.98,85,61,59,DIST_34,Distributor_DIST_34,Germany,Pharmacy,2023-07-16,21,398.58,Pending,Partially Paid,2023-07-17,2023-07-25,2023-07-31,Spring,0,0,72,8,5,28.333333333333332,85
SKU_63,Medicine_SKU_63,Antifungal,Injection,417mg,343ml,BN5373,2022-05-20,2025-02-17,45.35,55.92,215,87,141,DIST_13,Distributor_DIST_13,Germany,Hospital,2023-07-17,15,838.8000000000001,Pending,Paid,2023-07-22,2023-08-01,2023-07-31,Spring,0,1,55,62,98,71.66666666666667,215
SKU_64,Medicine_SKU_64,Antifungal,Tablet,438mg,233ml,BN2813,2022-06-01,2024-10-08,17.03,21.23,245,10,71,DIST_45,Distributor_DIST_45,USA,Pharmacy,2023-07-19,172,3651.56,Delivered,Unpaid,2023-07-24,2023-07-31,2023-07-31,Spring,0,0,71,92,82,81.66666666666667,245
