SKU,Stock In,Stock Out,Stock Balance,Days_Until_Expiry,Lead_Time,Season,Holiday,Promotion,Lag_1,Lag_2,Lag_3,Moving Average,Demand Forecast,Order_Day,Order_Month,Order_Weekday,Days_Since_Last_Order
141,115,98,17,-227,9,3,0,1,71,6,42,39.666666666666664,119,19,6,0,1.0
142,84,88,0,-103,13,3,0,0,21,74,54,49.666666666666664,149,11,6,6,-8.0
143,164,58,106,-392,14,3,0,0,37,93,26,52.0,156,18,6,6,7.0
144,70,49,21,-297,6,3,1,1,53,43,24,40.0,120,14,6,2,-4.0
145,0,13,0,-559,8,3,0,0,33,24,49,35.333333333333336,106,10,6,5,-4.0
146,12,60,0,-628,8,3,0,0,59,34,71,54.666666666666664,164,25,6,6,15.0
147,40,57,0,-443,10,3,0,0,22,15,16,17.666666666666668,53,16,6,4,-9.0
148,16,93,0,-185,5,3,0,0,16,12,88,38.666666666666664,116,14,6,2,-2.0
149,75,83,0,-303,10,3,1,0,84,49,66,66.33333333333333,199,19,6,0,5.0
2,115,29,86,-283,7,3,0,0,95,72,57,74.66666666666667,224,18,6,6,-1.0
3,144,51,93,-528,8,3,0,0,44,88,88,73.33333333333333,220,10,6,5,-8.0
4,0,11,0,-468,11,3,0,0,38,47,60,48.333333333333336,145,24,6,5,14.0
5,0,51,0,-487,11,3,0,0,70,61,6,45.666666666666664,137,16,6,4,-8.0
6,41,22,19,-154,8,3,0,0,59,11,71,47.0,141,28,6,2,12.0
7,41,28,13,78,5,3,0,0,22,81,24,42.333333333333336,127,23,6,4,-5.0
8,0,73,0,-155,12,3,0,0,94,33,83,70.0,210,26,6,0,3.0
9,82,65,17,-163,15,3,0,0,16,58,42,38.666666666666664,116,14,6,2,-12.0
10,82,64,18,-228,12,3,0,0,55,92,69,72.0,216,22,6,3,8.0
11,95,42,53,-332,10,3,0,0,19,55,36,36.666666666666664,110,25,6,6,3.0
13,0,45,0,-122,10,3,0,0,93,24,70,62.333333333333336,187,17,6,5,-8.0
14,108,82,26,-148,7,3,0,0,98,15,68,60.333333333333336,181,10,6,5,-7.0
15,132,11,121,-381,4,3,0,1,58,78,56,64.0,192,21,6,2,11.0
16,131,91,40,-79,11,3,1,0,15,52,51,39.333333333333336,118,21,6,2,0.0
17,0,45,0,-394,5,3,0,0,64,98,23,61.666666666666664,185,15,6,3,-6.0
18,0,92,0,-630,9,3,0,1,79,60,82,73.66666666666667,221,20,6,1,5.0
19,87,70,17,-469,10,3,1,0,40,28,85,51.0,153,14,6,2,-6.0
20,0,40,0,-288,9,3,0,0,65,26,19,36.666666666666664,110,29,6,3,15.0
21,0,80,0,-630,3,3,0,0,54,61,35,50.0,150,27,6,1,-2.0
22,0,39,0,-446,13,3,0,1,99,10,31,46.666666666666664,140,18,6,6,-9.0
24,117,65,52,53,10,3,0,0,51,85,12,49.333333333333336,148,12,6,0,-6.0
25,138,93,45,-135,12,3,0,0,71,55,37,54.333333333333336,163,29,6,3,17.0
26,57,58,0,-67,7,3,0,0,27,38,67,44.0,132,19,6,0,-10.0
27,0,46,0,15,11,3,0,1,58,36,81,58.333333333333336,175,26,6,0,7.0
28,0,83,0,-476,6,3,1,0,63,75,73,70.33333333333333,211,24,6,5,-2.0
29,0,36,0,-637,8,3,0,0,67,7,22,32.0,96,10,6,5,-14.0
30,0,61,0,-528,10,3,0,1,100,20,45,55.0,165,18,6,6,8.0
31,0,6,0,58,8,3,0,0,69,12,60,47.0,141,19,6,0,1.0
32,31,87,0,-248,10,3,0,0,6,46,56,36.0,108,25,6,6,6.0
33,2,56,0,-604,9,3,0,0,29,31,34,31.333333333333332,94,17,6,5,-8.0
35,52,37,15,-366,4,3,0,1,77,40,66,61.0,183,25,6,6,8.0
36,0,50,0,1,9,3,0,0,8,5,86,33.0,99,14,6,2,-11.0
37,11,37,0,190,8,3,0,1,49,72,13,44.666666666666664,134,24,6,5,10.0
38,0,22,0,-294,11,3,0,1,49,9,69,42.333333333333336,127,28,6,2,4.0
39,55,94,0,-254,9,3,0,0,84,24,11,39.666666666666664,119,28,6,2,0.0
40,0,95,0,15,11,3,0,1,58,38,49,48.333333333333336,145,12,6,0,-16.0
41,142,38,104,130,9,3,0,0,92,72,9,57.666666666666664,173,25,6,6,13.0
42,54,35,19,-349,10,3,0,0,67,30,100,65.66666666666667,197,28,6,2,3.0
43,82,99,0,-34,4,3,0,0,93,43,47,61.0,183,16,6,4,-12.0
44,68,96,0,-52,6,3,0,0,76,13,88,59.0,177,15,6,3,-1.0
46,1,30,0,4,3,3,0,0,47,41,94,60.666666666666664,182,23,6,4,8.0
47,158,86,72,-312,11,3,0,0,82,56,34,57.333333333333336,172,11,6,6,-12.0
48,0,12,0,-575,9,3,0,1,41,39,67,49.0,147,25,6,6,14.0
49,45,72,0,-340,12,3,0,1,79,35,94,69.33333333333333,208,13,6,1,-12.0
50,0,76,0,-201,6,3,0,0,26,31,97,51.333333333333336,154,27,6,1,14.0
51,2,57,0,-179,10,3,0,0,44,33,69,48.666666666666664,146,21,6,2,-6.0
52,0,76,0,-329,7,3,0,0,76,43,44,54.333333333333336,163,20,6,1,-1.0
53,155,65,90,-595,14,3,0,0,62,46,40,49.333333333333336,148,16,6,4,-4.0
54,0,44,0,77,8,3,0,0,97,94,65,85.33333333333333,256,14,6,2,-2.0
55,39,15,24,18,9,3,0,0,34,23,75,44.0,132,21,6,2,7.0
57,0,66,0,179,9,3,0,0,39,78,87,68.0,204,11,6,6,-10.0
0,88,57,31,-156,9,0,0,0,39,32,17,29.333333333333332,88,13,7,3,32.0
62,261,56,205,169,5,0,0,0,95,94,72,87.0,261,17,7,0,4.0
73,152,84,68,-562,7,0,0,0,35,95,22,50.666666666666664,152,30,7,6,13.0
84,222,95,127,5,7,0,1,0,60,88,74,74.0,222,25,7,1,-5.0
95,109,56,53,-585,15,0,0,0,13,10,86,36.333333333333336,109,25,7,1,0.0
106,187,90,97,-30,9,0,0,1,28,63,96,62.333333333333336,187,29,7,5,4.0
117,191,40,151,-48,9,0,0,0,62,39,90,63.666666666666664,191,28,7,4,-1.0
128,244,11,233,-606,8,0,0,0,62,94,88,81.33333333333333,244,27,7,3,-1.0
139,5,32,0,-73,9,0,0,0,82,22,51,51.666666666666664,155,23,7,6,-4.0
1,193,8,185,-394,15,0,0,0,73,79,41,64.33333333333333,193,19,7,2,-4.0
12,33,48,0,-500,6,0,0,0,80,9,40,43.0,129,11,7,1,-8.0
23,94,51,43,-579,12,0,0,0,50,13,31,31.333333333333332,94,25,7,1,14.0
34,111,45,66,-437,10,0,0,0,13,92,6,37.0,111,27,7,3,2.0
45,266,44,222,-438,6,0,0,1,94,100,72,88.66666666666667,266,16,7,6,-11.0
56,140,79,61,-273,14,0,0,0,76,24,40,46.666666666666664,140,14,7,4,-2.0
58,270,90,180,51,7,0,0,0,94,88,88,90.0,270,28,7,4,14.0
59,168,10,158,-134,12,0,0,0,70,57,41,56.0,168,21,7,4,-7.0
60,183,55,128,-373,5,0,0,0,62,100,21,61.0,183,24,7,0,3.0
61,19,40,0,-636,8,0,0,0,53,71,86,70.0,210,27,7,3,3.0
63,162,94,68,76,11,0,0,1,85,27,50,54.0,162,17,7,0,-10.0
64,165,48,117,-559,7,0,0,0,15,55,95,55.0,165,19,7,2,2.0
65,225,84,141,-71,5,0,0,1,89,60,76,75.0,225,27,7,3,8.0
66,15,84,0,-39,7,0,0,1,21,69,24,38.0,114,19,7,2,-8.0
67,201,40,161,-281,12,0,0,0,65,57,79,67.0,201,11,7,1,-8.0
68,176,21,155,-382,7,0,0,0,80,44,52,58.666666666666664,176,30,7,6,19.0
69,199,5,194,44,8,0,0,0,86,43,70,66.33333333333333,199,30,7,6,0.0
70,136,74,62,-10,7,0,0,0,22,28,86,45.333333333333336,136,14,7,4,-16.0
71,156,44,112,89,6,0,1,1,78,13,65,52.0,156,13,7,3,-1.0
72,85,32,53,-116,10,0,0,0,17,29,39,28.333333333333332,85,19,7,2,6.0
74,194,22,172,-412,12,0,0,0,37,78,79,64.66666666666667,194,24,7,0,5.0
75,195,82,113,-440,9,0,0,0,37,88,70,65.0,195,14,7,4,-10.0
76,64,5,59,-534,10,0,0,0,11,15,38,21.333333333333332,64,14,7,4,0.0
77,142,42,100,-445,7,0,0,0,17,81,44,47.333333333333336,142,24,7,0,10.0
78,131,97,34,-324,9,0,0,0,51,45,35,43.666666666666664,131,15,7,5,-9.0
79,237,49,188,-266,14,0,0,0,74,74,89,79.0,237,14,7,4,-1.0
80,39,84,0,-203,10,0,0,0,59,89,56,68.0,204,19,7,2,5.0
81,150,88,62,115,14,0,0,0,7,94,49,50.0,150,20,7,3,1.0
82,204,53,151,-188,13,0,0,0,90,88,26,68.0,204,22,7,5,2.0
83,193,80,113,51,7,0,0,0,31,83,79,64.33333333333333,193,15,7,5,-7.0
85,239,78,161,-225,5,0,0,0,92,63,84,79.66666666666667,239,13,7,3,-2.0
86,194,34,160,-313,12,0,1,1,58,91,45,64.66666666666667,194,23,7,6,10.0
87,286,68,218,-183,15,0,0,0,100,87,99,95.33333333333331,286,20,7,3,-3.0
88,216,36,180,-193,10,0,0,0,66,89,61,72.0,216,15,7,5,-5.0
89,134,89,45,36,15,0,0,1,59,62,13,44.666666666666664,134,28,7,4,13.0
90,217,30,187,163,11,0,0,0,64,65,88,72.33333333333333,217,29,7,5,1.0
91,36,16,20,-316,11,0,0,0,5,23,8,12.0,36,17,7,0,-12.0
92,142,97,45,-55,8,0,0,0,26,43,73,47.333333333333336,142,14,7,4,-3.0
93,83,55,28,-683,15,0,0,0,6,13,64,27.666666666666668,83,22,7,5,8.0
94,71,98,0,-26,10,0,0,0,27,35,9,23.666666666666668,71,25,7,1,3.0
96,13,58,0,-285,11,0,0,0,47,22,55,41.333333333333336,124,23,7,6,-2.0
97,197,8,189,-562,9,0,0,0,93,25,79,65.66666666666667,197,24,7,0,1.0
98,128,84,44,-678,11,0,0,0,41,11,76,42.666666666666664,128,29,7,5,5.0
99,111,88,23,-367,5,0,0,0,55,5,51,37.0,111,14,7,4,-15.0
100,37,64,0,211,4,0,0,0,37,53,56,48.666666666666664,146,16,7,6,2.0
101,56,95,0,-113,8,0,0,1,83,85,19,62.333333333333336,187,29,7,5,13.0
102,207,74,133,-80,13,0,0,0,76,91,40,69.0,207,17,7,0,-12.0
103,197,8,189,-74,15,0,0,0,47,73,77,65.66666666666667,197,28,7,4,11.0
104,104,99,5,-355,9,0,1,0,35,42,27,34.666666666666664,104,16,7,6,-12.0
105,181,67,114,-471,6,0,0,0,39,76,66,60.333333333333336,181,17,7,0,1.0
107,186,99,87,187,10,0,0,1,78,77,31,62.0,186,19,7,2,2.0
108,237,68,169,-104,9,0,0,0,91,58,88,79.0,237,11,7,1,-8.0
109,85,61,24,1,9,0,0,0,72,8,5,28.333333333333332,85,16,7,6,5.0
110,215,87,128,-37,15,0,0,1,55,62,98,71.66666666666667,215,17,7,0,1.0
111,245,10,235,-169,12,0,0,0,71,92,82,81.66666666666667,245,19,7,2,2.0
112,103,23,80,-278,9,0,1,1,45,36,22,34.333333333333336,103,14,7,4,-5.0
113,35,74,0,-455,14,0,0,1,11,73,35,39.666666666666664,119,12,7,2,-2.0
114,102,72,30,23,10,0,0,0,58,17,27,34.0,102,20,7,3,8.0
115,104,9,95,-96,9,0,0,0,29,22,53,34.666666666666664,104,19,7,2,-1.0
116,184,26,158,-280,7,0,0,0,90,45,49,61.333333333333336,184,23,7,6,4.0
118,113,38,75,-101,6,0,0,0,22,75,16,37.666666666666664,113,27,7,3,4.0
119,144,12,132,-380,10,0,0,0,43,85,16,48.0,144,23,7,6,-4.0
120,194,64,130,-169,4,0,0,0,86,33,75,64.66666666666667,194,17,7,0,-6.0
121,160,44,116,219,4,0,1,0,51,80,29,53.333333333333336,160,16,7,6,-1.0
122,71,43,28,73,4,0,0,0,13,9,49,23.666666666666668,71,23,7,6,7.0
123,243,15,228,-471,6,0,0,0,79,80,84,81.0,243,28,7,4,5.0
124,203,49,154,-295,6,0,0,1,57,46,100,67.66666666666667,203,17,7,0,-11.0
125,134,31,103,-262,10,0,1,0,32,65,37,44.666666666666664,134,24,7,0,7.0
126,212,94,118,-362,9,0,0,1,73,40,99,70.66666666666667,212,13,7,3,-11.0
127,207,46,161,-609,7,0,0,0,94,30,83,69.0,207,30,7,6,17.0
129,81,10,71,-33,8,0,0,0,5,30,46,27.0,81,21,7,4,-9.0
130,155,29,126,-494,13,0,1,0,74,63,18,51.666666666666664,155,14,7,4,-7.0
131,49,100,0,255,4,0,1,0,65,88,84,79.0,237,28,7,4,14.0
132,102,37,65,-419,7,0,0,0,19,49,34,34.0,102,19,7,2,-9.0
133,44,83,0,15,9,0,0,0,55,35,61,50.333333333333336,151,16,7,6,-3.0
134,166,26,140,-423,9,0,0,0,98,11,57,55.333333333333336,166,26,7,2,10.0
135,105,36,69,-193,10,0,0,1,63,23,19,35.0,105,24,7,0,-2.0
136,183,12,171,-576,13,0,0,1,29,78,76,61.0,183,25,7,1,1.0
137,60,90,0,-48,14,0,0,1,24,54,28,35.333333333333336,106,26,7,2,1.0
138,65,84,0,74,9,0,1,0,39,7,19,21.666666666666668,65,30,7,6,4.0
140,167,5,162,16,10,0,0,0,35,51,81,55.666666666666664,167,11,7,1,-19.0
141,175,8,167,167,9,0,1,0,98,71,6,58.333333333333336,175,11,7,1,0.0
142,183,60,123,-38,9,0,0,0,88,21,74,61.0,183,28,7,4,17.0
143,15,39,0,193,11,0,0,0,58,37,93,62.666666666666664,188,23,7,6,-5.0
144,145,58,87,98,6,0,1,0,49,53,43,48.333333333333336,145,21,7,4,-2.0
145,70,63,7,-143,14,0,0,0,13,33,24,23.333333333333332,70,19,7,2,-2.0
146,153,24,129,-398,7,0,0,0,60,59,34,51.0,153,24,7,0,5.0
147,94,48,46,-7,10,0,0,1,57,22,15,31.333333333333332,94,15,7,5,-9.0
148,121,82,39,-147,11,0,0,1,93,16,12,40.333333333333336,121,12,7,2,-3.0
149,216,9,207,82,10,0,0,0,83,84,49,72.0,216,21,7,4,9.0
2,196,62,134,-21,5,0,0,1,29,95,72,65.33333333333333,196,15,7,5,-6.0
3,183,21,162,-305,11,0,0,0,51,44,88,61.0,183,29,7,5,14.0
4,96,7,89,-530,8,0,0,0,11,38,47,32.0,96,20,7,3,-9.0
5,182,59,123,181,9,0,0,1,51,70,61,60.666666666666664,182,20,7,3,0.0
6,24,75,0,136,11,0,0,1,22,59,11,30.666666666666668,92,22,7,5,2.0
7,131,38,93,-410,8,0,0,0,28,22,81,43.666666666666664,131,20,7,3,-2.0
8,200,6,194,-539,12,0,0,0,73,94,33,66.66666666666667,200,16,7,6,-4.0
9,139,14,125,-92,11,0,0,1,65,16,58,46.333333333333336,139,29,7,5,13.0
10,211,47,164,56,8,0,1,0,64,55,92,70.33333333333333,211,22,7,5,-7.0
11,10,31,0,125,8,0,0,0,42,19,55,38.666666666666664,116,21,7,4,-1.0
13,162,95,67,-453,5,0,0,1,45,93,24,54.0,162,24,7,0,3.0
14,195,32,163,201,9,0,0,0,82,98,15,65.0,195,30,7,6,6.0
15,44,59,0,15,5,0,1,0,11,58,78,49.0,147,21,7,4,-9.0
16,158,19,139,-134,6,0,0,0,91,15,52,52.666666666666664,158,17,7,0,-4.0
17,207,55,152,-169,8,0,0,0,45,64,98,69.0,207,26,7,2,9.0
18,231,90,141,-221,12,0,0,0,92,79,60,77.0,231,17,7,0,-9.0
19,138,12,126,-344,9,0,0,0,70,40,28,46.0,138,26,7,2,9.0
20,131,94,37,-468,10,0,0,0,40,65,26,43.666666666666664,131,24,7,0,-2.0
21,195,65,130,-327,9,0,0,1,80,54,61,65.0,195,21,7,4,-3.0
22,148,18,130,-502,11,0,0,0,39,99,10,49.333333333333336,148,20,7,3,-1.0
24,201,27,174,100,10,0,0,1,65,51,85,67.0,201,17,7,0,-3.0
25,219,55,164,-370,6,0,0,0,93,71,55,73.0,219,26,7,2,9.0
26,123,27,96,-374,12,0,0,1,58,27,38,41.0,123,29,7,5,3.0
27,140,9,131,-553,9,0,0,0,46,58,36,46.666666666666664,140,29,7,5,0.0
28,221,85,136,-573,10,0,0,0,83,63,75,73.66666666666667,221,19,7,2,-10.0
29,110,87,23,-379,13,0,1,0,36,67,7,36.666666666666664,110,13,7,3,-6.0
30,181,81,100,-69,8,0,1,0,61,100,20,60.333333333333336,181,24,7,0,11.0
31,87,78,9,22,8,0,0,0,6,69,12,29.0,87,22,7,5,-2.0
32,139,30,109,-445,5,0,0,0,87,6,46,46.333333333333336,139,23,7,6,1.0
33,116,66,50,-673,11,0,0,0,56,29,31,38.666666666666664,116,30,7,6,7.0
35,154,42,112,-303,7,0,0,1,37,77,40,51.333333333333336,154,18,7,1,-12.0
36,63,7,56,-182,7,0,0,0,50,8,5,21.0,63,20,7,3,2.0
37,158,62,96,-321,9,0,0,0,37,49,72,52.666666666666664,158,20,7,3,0.0
38,80,41,39,61,5,0,0,0,22,49,9,26.666666666666668,80,30,7,6,10.0
39,202,87,115,137,8,0,0,0,94,84,24,67.33333333333333,202,12,7,2,-18.0
40,191,25,166,-59,11,0,0,0,95,58,38,63.666666666666664,191,14,7,4,2.0
41,202,9,193,-133,8,0,0,0,38,92,72,67.33333333333333,202,29,7,5,15.0
42,132,25,107,-351,9,0,0,0,35,67,30,44.0,132,28,7,4,-1.0
43,235,24,211,-497,13,0,0,0,99,93,43,78.33333333333333,235,17,7,0,-11.0
44,185,97,88,-439,12,0,1,1,96,76,13,61.666666666666664,185,27,7,3,10.0
46,118,34,84,-47,12,0,0,0,30,47,41,39.333333333333336,118,25,7,1,-2.0
47,26,92,0,-324,8,0,0,0,86,82,56,74.66666666666667,224,22,7,5,-3.0
48,92,74,18,-641,15,0,0,0,12,41,39,30.666666666666668,92,20,7,3,-2.0
49,186,40,146,-44,11,0,0,0,72,79,35,62.0,186,30,7,6,10.0
50,133,71,62,-205,11,0,0,0,76,26,31,44.333333333333336,133,13,7,3,-17.0
51,134,7,127,-420,9,0,0,0,57,44,33,44.666666666666664,134,28,7,4,15.0
52,195,89,106,-343,5,0,0,0,76,76,43,65.0,195,21,7,4,-7.0
53,73,91,0,-180,8,0,0,0,65,62,46,57.666666666666664,173,19,7,2,-2.0
54,235,46,189,-210,9,0,0,0,44,97,94,78.33333333333333,235,29,7,5,10.0
55,72,15,57,-403,11,0,0,0,15,34,23,24.0,72,24,7,0,-5.0
57,183,69,114,-395,11,0,0,0,66,39,78,61.0,183,30,7,6,6.0
0,0,89,0,149,8,0,0,1,57,39,32,42.666666666666664,128,29,8,1,30.0
62,25,98,0,-202,9,0,0,0,56,95,94,81.66666666666667,245,21,8,0,-8.0
73,0,32,0,-386,9,0,0,1,84,35,95,71.33333333333333,214,27,8,6,6.0
84,0,98,0,-384,12,0,0,0,95,60,88,81.0,243,16,8,2,-11.0
95,47,69,0,-434,15,0,0,0,56,13,10,26.333333333333332,79,27,8,6,11.0
106,41,50,0,184,9,0,0,0,90,28,63,60.333333333333336,181,13,8,6,-14.0
117,0,42,0,-269,10,0,0,1,40,62,39,47.0,141,30,8,2,17.0
128,0,29,0,223,8,0,0,0,11,62,94,55.666666666666664,167,14,8,0,-16.0
139,51,46,5,-49,4,0,0,0,32,82,22,45.333333333333336,136,30,8,2,16.0
1,0,19,0,-191,13,0,0,0,8,73,79,53.333333333333336,160,15,8,1,-15.0
12,112,79,33,-44,12,0,0,1,48,80,9,45.666666666666664,137,30,8,2,15.0
23,0,52,0,-200,6,0,0,0,51,50,13,38.0,114,13,8,6,-17.0
34,0,30,0,-573,11,0,0,1,45,13,92,50.0,150,27,8,6,14.0
45,0,41,0,-323,14,0,0,1,44,94,100,79.33333333333333,238,13,8,6,-14.0
56,0,49,0,-559,8,0,0,0,79,76,24,59.666666666666664,179,29,8,1,16.0
58,0,61,0,-166,10,0,0,0,90,94,88,90.66666666666669,272,19,8,5,-10.0
59,17,31,0,-416,12,0,1,0,10,70,57,45.666666666666664,137,19,8,5,0.0
60,33,98,0,105,11,0,0,1,55,62,100,72.33333333333333,217,23,8,2,4.0
61,55,36,19,-348,9,0,0,1,40,53,71,54.666666666666664,164,22,8,1,-1.0
63,0,53,0,105,6,0,0,0,94,85,27,68.66666666666667,206,11,8,4,-11.0
64,6,66,0,-506,8,0,0,0,48,15,55,39.333333333333336,118,20,8,6,9.0
65,0,70,0,-539,8,0,0,0,84,89,60,77.66666666666667,233,11,8,4,-9.0
66,101,86,15,-509,9,0,0,0,84,21,69,58.0,174,17,8,3,6.0
67,0,49,0,-403,10,0,0,0,40,65,57,54.0,162,15,8,1,-2.0
68,70,82,0,189,13,0,0,0,21,80,44,48.333333333333336,145,25,8,4,10.0
69,0,77,0,-134,9,0,0,0,5,86,43,44.666666666666664,134,21,8,0,-4.0
70,0,94,0,-90,6,0,0,0,74,22,28,41.333333333333336,124,26,8,5,5.0
71,35,99,0,-211,6,0,0,0,44,78,13,45.0,135,28,8,0,2.0
72,0,7,0,44,14,0,0,1,32,17,29,26.0,78,22,8,1,-6.0
74,0,60,0,-320,9,0,0,0,22,37,78,45.666666666666664,137,15,8,1,-7.0
75,22,42,0,-160,6,0,0,0,82,37,88,69.0,207,29,8,1,14.0
76,0,19,0,272,8,0,0,1,5,11,15,10.333333333333334,31,12,8,5,-17.0
77,0,73,0,147,11,0,0,0,42,17,81,46.666666666666664,140,28,8,0,16.0
78,0,17,0,-8,9,0,0,1,97,51,45,64.33333333333333,193,21,8,0,-7.0
79,0,78,0,-336,13,0,0,1,49,74,74,65.66666666666667,197,18,8,4,-3.0
80,72,33,39,-140,12,0,0,0,84,59,89,77.33333333333333,232,17,8,3,-1.0
81,0,10,0,-293,13,0,0,0,88,7,94,63.0,189,12,8,5,-5.0
82,0,15,0,-113,9,0,0,0,53,90,88,77.0,231,25,8,4,13.0
83,0,53,0,-283,5,0,0,1,80,31,83,64.66666666666667,194,16,8,2,-9.0
85,12,84,0,-347,15,0,0,0,78,92,63,77.66666666666667,233,16,8,2,0.0
86,0,39,0,-206,7,0,0,0,34,58,91,61.0,183,30,8,2,14.0
87,0,96,0,-578,7,0,0,0,68,100,87,85.0,255,29,8,1,-1.0
88,0,97,0,-17,12,0,0,0,36,66,89,63.666666666666664,191,27,8,6,-2.0
89,0,69,0,-437,14,0,0,0,89,59,62,70.0,210,16,8,2,-11.0
90,0,82,0,-640,8,0,0,0,30,64,65,53.0,159,24,8,3,8.0
91,0,52,0,142,6,0,1,1,16,5,23,14.666666666666666,44,30,8,2,6.0
92,0,77,0,92,10,0,0,0,97,26,43,55.333333333333336,166,30,8,2,0.0
93,0,60,0,204,9,0,1,0,55,6,13,24.666666666666668,74,22,8,1,-8.0
94,0,50,0,-82,12,0,0,0,98,27,35,53.333333333333336,160,17,8,3,-5.0
96,107,94,13,-457,13,0,0,1,58,47,22,42.333333333333336,127,26,8,5,9.0
97,0,10,0,194,7,0,0,0,8,93,25,42.0,126,19,8,5,-7.0
98,0,31,0,118,14,0,0,0,84,41,11,45.333333333333336,136,30,8,2,11.0
99,0,85,0,-449,5,0,0,0,88,55,5,49.333333333333336,148,26,8,5,-4.0
100,111,74,37,-97,7,0,1,1,64,37,53,51.333333333333336,154,28,8,0,2.0
101,77,21,56,-110,8,0,0,0,95,83,85,87.66666666666667,263,12,8,5,-16.0
102,0,55,0,-196,7,0,1,1,74,76,91,80.33333333333333,241,27,8,6,15.0
103,0,52,0,-200,6,0,0,0,8,47,73,42.666666666666664,128,29,8,1,2.0
104,0,13,0,-27,4,0,1,0,99,35,42,58.666666666666664,176,19,8,5,-10.0
105,0,7,0,-409,9,0,0,0,67,39,76,60.666666666666664,182,28,8,0,9.0
107,0,98,0,-292,8,0,0,0,99,78,77,84.66666666666667,254,14,8,0,-14.0
108,0,83,0,-186,14,0,0,1,68,91,58,72.33333333333333,217,26,8,5,12.0
109,0,59,0,-184,4,0,0,0,61,72,8,47.0,141,22,8,1,-4.0
110,0,49,0,-415,8,0,0,0,87,55,62,68.0,204,20,8,6,-2.0
111,0,67,0,-642,6,0,0,0,10,71,92,57.666666666666664,173,21,8,0,1.0
112,0,10,0,-140,9,0,0,0,23,45,36,34.666666666666664,104,30,8,2,9.0
113,98,63,35,-383,8,0,0,1,74,11,73,52.666666666666664,158,22,8,1,-8.0
114,0,89,0,-532,13,0,0,0,72,58,17,49.0,147,27,8,6,5.0
115,25,64,0,-414,9,0,1,1,9,29,22,20.0,60,30,8,2,3.0
116,0,5,0,278,3,0,1,0,26,90,45,53.666666666666664,161,17,8,3,-13.0
118,0,92,0,205,11,0,0,0,38,22,75,45.0,135,14,8,0,-3.0
119,23,71,0,-139,10,0,0,0,12,43,85,46.666666666666664,140,24,8,3,10.0
120,0,86,0,-330,6,0,0,1,64,86,33,61.0,183,26,8,5,2.0
121,0,44,0,-115,5,0,0,1,44,51,80,58.333333333333336,175,26,8,5,0.0
122,0,41,0,-111,6,0,0,0,43,13,9,21.666666666666668,65,20,8,6,-6.0
123,54,87,0,-309,8,0,0,0,15,79,80,58.0,174,29,8,1,9.0
124,1,93,0,-600,8,0,0,1,49,57,46,50.666666666666664,152,19,8,5,-10.0
125,0,53,0,-546,11,0,0,0,31,32,65,42.666666666666664,128,14,8,0,-5.0
126,28,78,0,-70,4,0,0,0,94,73,40,69.0,207,30,8,2,16.0
127,0,45,0,-353,7,0,0,1,46,94,30,56.666666666666664,170,20,8,6,-10.0
129,0,55,0,94,10,0,1,0,10,5,30,15.0,45,25,8,4,5.0
130,0,91,0,-167,9,0,0,0,29,74,63,55.333333333333336,166,19,8,5,-6.0
131,122,73,49,-79,3,0,0,0,100,65,88,84.33333333333333,253,28,8,0,9.0
132,0,18,0,-559,6,0,0,0,37,19,49,35.0,105,15,8,1,-13.0
133,98,54,44,-387,11,0,0,0,83,55,35,57.666666666666664,173,16,8,2,1.0
134,0,88,0,-8,13,0,0,0,26,98,11,45.0,135,20,8,6,4.0
135,0,19,0,-508,12,0,0,1,36,63,23,40.666666666666664,122,19,8,5,-1.0
136,0,54,0,-627,10,0,0,0,12,29,78,39.666666666666664,119,30,8,2,11.0
137,125,65,60,-492,5,0,0,1,90,24,54,56.0,168,23,8,2,-7.0
138,46,82,0,-376,6,0,0,0,84,39,7,43.333333333333336,130,23,8,2,0.0
140,0,71,0,-336,11,0,0,0,5,35,51,30.333333333333332,91,15,8,1,-8.0
141,0,25,0,-398,12,0,0,0,8,98,71,59.0,177,26,8,5,11.0
142,42,81,0,-97,13,0,0,0,60,88,21,56.333333333333336,169,18,8,4,-8.0
143,106,91,15,-122,7,0,0,0,39,58,37,44.666666666666664,134,22,8,1,4.0
144,81,98,0,-441,5,0,0,0,58,49,53,53.333333333333336,160,29,8,1,7.0
145,0,22,0,-134,4,0,0,1,63,13,33,36.333333333333336,109,14,8,0,-15.0
146,0,55,0,47,8,0,0,1,24,60,59,47.666666666666664,143,25,8,4,11.0
147,74,80,0,-405,4,0,0,0,48,57,22,42.333333333333336,127,19,8,5,-6.0
148,19,42,0,-246,9,0,0,1,82,93,16,63.666666666666664,191,16,8,2,-3.0
149,0,34,0,-333,12,0,1,0,9,83,84,58.666666666666664,176,22,8,1,6.0
2,52,71,0,-251,10,0,0,1,62,29,95,62.0,186,22,8,1,0.0
3,25,43,0,250,12,0,0,1,21,51,44,38.666666666666664,116,17,8,3,-5.0
4,0,62,0,-137,11,0,0,1,7,11,38,18.666666666666668,56,14,8,0,-3.0
5,0,82,0,-627,11,0,1,0,59,51,70,60.0,180,23,8,2,9.0
6,103,79,24,-80,6,0,0,1,75,22,59,52.0,156,25,8,4,2.0
7,15,67,0,-365,9,0,0,0,38,28,22,29.333333333333332,88,21,8,0,-4.0
8,0,90,0,-385,9,0,0,1,6,73,94,57.666666666666664,173,12,8,5,-9.0
