SKU,Date,Demand,Promotion,Holiday,Year,Month,WeekOfYear,Lag1,RollingMean3
SKU_38,2022-01-31,449,0,0,2022,1,5,657.0,517.0
SKU_38,2022-02-28,550,0,0,2022,2,9,449.0,552.0
SKU_38,2022-03-31,453,0,0,2022,3,13,550.0,484.0
SKU_38,2022-04-30,504,0,0,2022,4,17,453.0,502.3333333333333
SKU_38,2022-05-31,513,0,0,2022,5,22,504.0,490.0
SKU_38,2022-06-30,405,0,1,2022,6,26,513.0,474.0
SKU_38,2022-07-31,480,0,0,2022,7,30,405.0,466.0
SKU_38,2022-08-31,415,0,0,2022,8,35,480.0,433.3333333333333
SKU_38,2022-09-30,410,0,0,2022,9,39,415.0,435.0
SKU_38,2022-10-31,450,0,0,2022,10,44,410.0,425.0
SKU_38,2022-11-30,494,0,0,2022,11,48,450.0,451.3333333333333
SKU_38,2022-12-31,1072,1,0,2022,12,52,494.0,672.0
SKU_39,2021-02-28,308,0,1,2021,2,8,487.0,397.5
SKU_39,2021-03-31,350,0,0,2021,3,13,308.0,381.6666666666667
SKU_39,2021-04-30,265,0,0,2021,4,17,350.0,307.6666666666667
SKU_39,2021-05-31,405,1,0,2021,5,22,265.0,340.0
SKU_39,2021-06-30,315,0,0,2021,6,26,405.0,328.3333333333333
SKU_39,2021-07-31,327,0,0,2021,7,30,315.0,349.0
SKU_39,2021-08-31,340,0,0,2021,8,35,327.0,327.3333333333333
SKU_39,2021-09-30,410,1,0,2021,9,39,340.0,359.0
SKU_39,2021-10-31,497,1,0,2021,10,43,410.0,415.6666666666667
SKU_39,2021-11-30,284,0,0,2021,11,48,497.0,397.0
SKU_39,2021-12-31,416,0,0,2021,12,52,284.0,399.0
SKU_39,2022-01-31,331,0,0,2022,1,5,416.0,343.6666666666667
SKU_39,2022-02-28,333,0,0,2022,2,9,331.0,360.0
SKU_39,2022-03-31,478,1,0,2022,3,13,333.0,380.6666666666667
SKU_39,2022-04-30,261,0,0,2022,4,17,478.0,357.3333333333333
SKU_39,2022-05-31,280,0,0,2022,5,22,261.0,339.6666666666667
SKU_39,2022-06-30,359,0,0,2022,6,26,280.0,300.0
SKU_39,2022-07-31,276,0,0,2022,7,30,359.0,305.0
SKU_39,2022-08-31,276,0,0,2022,8,35,276.0,303.6666666666667
SKU_39,2022-09-30,481,1,0,2022,9,39,276.0,344.3333333333333
SKU_39,2022-10-31,301,0,0,2022,10,44,481.0,352.6666666666667
SKU_39,2022-11-30,288,0,0,2022,11,48,301.0,356.6666666666667
SKU_39,2022-12-31,427,0,1,2022,12,52,288.0,338.6666666666667
SKU_40,2021-02-28,425,0,0,2021,2,8,640.0,532.5
SKU_40,2021-03-31,535,0,1,2021,3,13,425.0,533.3333333333334
SKU_40,2021-04-30,499,0,0,2021,4,17,535.0,486.3333333333333
SKU_40,2021-05-31,418,0,0,2021,5,22,499.0,484.0
SKU_40,2021-06-30,554,0,0,2021,6,26,418.0,490.3333333333333
SKU_40,2021-07-31,470,0,0,2021,7,30,554.0,480.6666666666667
SKU_40,2021-08-31,459,0,0,2021,8,35,470.0,494.3333333333333
SKU_40,2021-09-30,447,0,0,2021,9,39,459.0,458.6666666666667
SKU_40,2021-10-31,497,0,0,2021,10,43,447.0,467.6666666666667
SKU_40,2021-11-30,796,1,0,2021,11,48,497.0,580.0
SKU_40,2021-12-31,1071,1,0,2021,12,52,796.0,788.0
SKU_40,2022-01-31,739,1,0,2022,1,5,1071.0,868.6666666666666
SKU_40,2022-02-28,475,0,0,2022,2,9,739.0,761.6666666666666
SKU_40,2022-03-31,532,0,0,2022,3,13,475.0,582.0
SKU_40,2022-04-30,416,0,0,2022,4,17,532.0,474.3333333333333
SKU_40,2022-05-31,500,0,0,2022,5,22,416.0,482.6666666666667
SKU_40,2022-06-30,489,0,1,2022,6,26,500.0,468.3333333333333
SKU_40,2022-07-31,504,0,0,2022,7,30,489.0,497.6666666666667
SKU_40,2022-08-31,455,0,0,2022,8,35,504.0,482.6666666666667
SKU_40,2022-09-30,467,0,0,2022,9,39,455.0,475.3333333333333
SKU_40,2022-10-31,450,0,0,2022,10,44,467.0,457.3333333333333
SKU_40,2022-11-30,454,0,0,2022,11,48,450.0,457.0
SKU_40,2022-12-31,772,0,0,2022,12,52,454.0,558.6666666666666
SKU_41,2021-02-28,182,0,0,2021,2,8,175.0,178.5
SKU_41,2021-03-31,316,1,1,2021,3,13,182.0,224.33333333333334
SKU_41,2021-04-30,260,1,0,2021,4,17,316.0,252.66666666666666
SKU_41,2021-05-31,228,1,0,2021,5,22,260.0,268.0
SKU_41,2021-06-30,139,0,0,2021,6,26,228.0,209.0
SKU_41,2021-07-31,211,0,0,2021,7,30,139.0,192.66666666666666
SKU_41,2021-08-31,188,0,0,2021,8,35,211.0,179.33333333333334
SKU_41,2021-09-30,185,0,0,2021,9,39,188.0,194.66666666666666
SKU_41,2021-10-31,177,0,0,2021,10,43,185.0,183.33333333333334
SKU_41,2021-11-30,176,0,0,2021,11,48,177.0,179.33333333333334
SKU_41,2021-12-31,219,0,0,2021,12,52,176.0,190.66666666666666
SKU_41,2022-01-31,208,0,0,2022,1,5,219.0,201.0
SKU_41,2022-02-28,175,0,0,2022,2,9,208.0,200.66666666666666
SKU_41,2022-03-31,265,1,0,2022,3,13,175.0,216.0
SKU_41,2022-04-30,190,0,0,2022,4,17,265.0,210.0
SKU_41,2022-05-31,229,0,0,2022,5,22,190.0,228.0
SKU_41,2022-06-30,171,0,0,2022,6,26,229.0,196.66666666666666
SKU_41,2022-07-31,291,1,0,2022,7,30,171.0,230.33333333333334
SKU_41,2022-08-31,168,0,0,2022,8,35,291.0,210.0
SKU_41,2022-09-30,158,0,0,2022,9,39,168.0,205.66666666666666
SKU_41,2022-10-31,191,0,0,2022,10,44,158.0,172.33333333333334
SKU_41,2022-11-30,196,0,1,2022,11,48,191.0,181.66666666666666
SKU_41,2022-12-31,413,1,0,2022,12,52,196.0,266.6666666666667
SKU_42,2021-02-28,454,0,0,2021,2,8,647.0,550.5
SKU_42,2021-03-31,695,1,0,2021,3,13,454.0,598.6666666666666
SKU_42,2021-04-30,469,0,0,2021,4,17,695.0,539.3333333333334
SKU_42,2021-05-31,487,0,0,2021,5,22,469.0,550.3333333333334
SKU_42,2021-06-30,476,0,0,2021,6,26,487.0,477.3333333333333
SKU_42,2021-07-31,410,0,0,2021,7,30,476.0,457.6666666666667
SKU_42,2021-08-31,481,0,0,2021,8,35,410.0,455.6666666666667
SKU_42,2021-09-30,473,0,0,2021,9,39,481.0,454.6666666666667
SKU_42,2021-10-31,459,0,0,2021,10,43,473.0,471.0
SKU_42,2021-11-30,464,0,0,2021,11,48,459.0,465.3333333333333
SKU_42,2021-12-31,784,0,0,2021,12,52,464.0,569.0
SKU_42,2022-01-31,452,0,0,2022,1,5,784.0,566.6666666666666
SKU_42,2022-02-28,519,0,0,2022,2,9,452.0,585.0
SKU_42,2022-03-31,858,1,0,2022,3,13,519.0,609.6666666666666
SKU_42,2022-04-30,477,0,1,2022,4,17,858.0,618.0
SKU_42,2022-05-31,455,0,0,2022,5,22,477.0,596.6666666666666
SKU_42,2022-06-30,460,0,0,2022,6,26,455.0,464.0
SKU_42,2022-07-31,436,0,0,2022,7,30,460.0,450.3333333333333
SKU_42,2022-08-31,430,0,0,2022,8,35,436.0,442.0
SKU_42,2022-09-30,545,0,0,2022,9,39,430.0,470.3333333333333
SKU_42,2022-10-31,491,0,0,2022,10,44,545.0,488.6666666666667
SKU_42,2022-11-30,697,1,0,2022,11,48,491.0,577.6666666666666
SKU_42,2022-12-31,1123,1,0,2022,12,52,697.0,770.3333333333334
SKU_43,2021-02-28,114,0,0,2021,2,8,99.0,106.5
SKU_43,2021-03-31,134,0,0,2021,3,13,114.0,115.66666666666667
SKU_43,2021-04-30,127,0,0,2021,4,17,134.0,125.0
SKU_43,2021-05-31,100,0,1,2021,5,22,127.0,120.33333333333333
SKU_43,2021-06-30,103,0,0,2021,6,26,100.0,110.0
SKU_43,2021-07-31,115,0,0,2021,7,30,103.0,106.0
SKU_43,2021-08-31,111,0,0,2021,8,35,115.0,109.66666666666667
SKU_43,2021-09-30,98,0,0,2021,9,39,111.0,108.0
SKU_43,2021-10-31,115,0,0,2021,10,43,98.0,108.0
SKU_43,2021-11-30,99,0,0,2021,11,48,115.0,104.0
SKU_43,2021-12-31,149,0,0,2021,12,52,99.0,121.0
SKU_43,2022-01-31,170,1,0,2022,1,5,149.0,139.33333333333334
SKU_43,2022-02-28,120,0,0,2022,2,9,170.0,146.33333333333334
SKU_43,2022-03-31,134,0,0,2022,3,13,120.0,141.33333333333334
SKU_43,2022-04-30,86,0,0,2022,4,17,134.0,113.33333333333333
SKU_43,2022-05-31,116,0,0,2022,5,22,86.0,112.0
SKU_43,2022-06-30,183,1,0,2022,6,26,116.0,128.33333333333334
SKU_43,2022-07-31,96,0,0,2022,7,30,183.0,131.66666666666666
SKU_43,2022-08-31,91,0,0,2022,8,35,96.0,123.33333333333333
SKU_43,2022-09-30,97,0,0,2022,9,39,91.0,94.66666666666667
SKU_43,2022-10-31,132,0,0,2022,10,44,97.0,106.66666666666667
SKU_43,2022-11-30,172,1,1,2022,11,48,132.0,133.66666666666666
SKU_43,2022-12-31,185,0,0,2022,12,52,172.0,163.0
SKU_44,2021-02-28,327,1,0,2021,2,8,209.0,268.0
SKU_44,2021-03-31,218,0,0,2021,3,13,327.0,251.33333333333334
SKU_44,2021-04-30,200,0,0,2021,4,17,218.0,248.33333333333334
SKU_44,2021-05-31,197,0,0,2021,5,22,200.0,205.0
SKU_44,2021-06-30,242,0,0,2021,6,26,197.0,213.0
SKU_44,2021-07-31,225,0,0,2021,7,30,242.0,221.33333333333334
SKU_44,2021-08-31,207,0,1,2021,8,35,225.0,224.66666666666666
SKU_44,2021-09-30,210,0,0,2021,9,39,207.0,214.0
SKU_44,2021-10-31,206,0,0,2021,10,43,210.0,207.66666666666666
SKU_44,2021-11-30,282,1,0,2021,11,48,206.0,232.66666666666666
SKU_44,2021-12-31,504,1,0,2021,12,52,282.0,330.6666666666667
SKU_44,2022-01-31,182,0,0,2022,1,5,504.0,322.6666666666667
SKU_44,2022-02-28,253,0,0,2022,2,9,182.0,313.0
SKU_44,2022-03-31,212,0,0,2022,3,13,253.0,215.66666666666666
SKU_44,2022-04-30,219,0,0,2022,4,17,212.0,228.0
SKU_44,2022-05-31,219,0,0,2022,5,22,219.0,216.66666666666666
SKU_44,2022-06-30,198,0,0,2022,6,26,219.0,212.0
SKU_44,2022-07-31,220,0,0,2022,7,30,198.0,212.33333333333334
SKU_44,2022-08-31,217,0,0,2022,8,35,220.0,211.66666666666666
SKU_44,2022-09-30,209,0,0,2022,9,39,217.0,215.33333333333334
SKU_44,2022-10-31,194,0,0,2022,10,44,209.0,206.66666666666666
SKU_44,2022-11-30,238,0,0,2022,11,48,194.0,213.66666666666666
SKU_44,2022-12-31,325,0,0,2022,12,52,238.0,252.33333333333334
SKU_45,2021-02-28,298,1,0,2021,2,8,272.0,285.0
SKU_45,2021-03-31,197,0,0,2021,3,13,298.0,255.66666666666666
SKU_45,2021-04-30,187,0,0,2021,4,17,197.0,227.33333333333334
SKU_45,2021-05-31,197,0,0,2021,5,22,187.0,193.66666666666666
SKU_45,2021-06-30,188,0,0,2021,6,26,197.0,190.66666666666666
SKU_45,2021-07-31,310,1,0,2021,7,30,188.0,231.66666666666666
SKU_45,2021-08-31,200,0,0,2021,8,35,310.0,232.66666666666666
SKU_45,2021-09-30,191,0,0,2021,9,39,200.0,233.66666666666666
SKU_45,2021-10-31,374,1,0,2021,10,43,191.0,255.0
SKU_45,2021-11-30,180,0,0,2021,11,48,374.0,248.33333333333334
SKU_45,2021-12-31,329,0,0,2021,12,52,180.0,294.3333333333333
SKU_45,2022-01-31,228,0,0,2022,1,5,329.0,245.66666666666666
SKU_45,2022-02-28,290,1,0,2022,2,9,228.0,282.3333333333333
SKU_45,2022-03-31,331,1,0,2022,3,13,290.0,283.0
SKU_45,2022-04-30,216,0,0,2022,4,17,331.0,279.0
SKU_45,2022-05-31,206,0,0,2022,5,22,216.0,251.0
SKU_45,2022-06-30,335,1,1,2022,6,26,206.0,252.33333333333334
SKU_45,2022-07-31,225,0,0,2022,7,30,335.0,255.33333333333334
SKU_45,2022-08-31,257,1,0,2022,8,35,225.0,272.3333333333333
SKU_45,2022-09-30,221,0,0,2022,9,39,257.0,234.33333333333334
SKU_45,2022-10-31,234,0,0,2022,10,44,221.0,237.33333333333334
SKU_45,2022-11-30,181,0,0,2022,11,48,234.0,212.0
SKU_45,2022-12-31,343,0,0,2022,12,52,181.0,252.66666666666666
SKU_46,2021-02-28,117,0,0,2021,2,8,106.0,111.5
SKU_46,2021-03-31,122,0,0,2021,3,13,117.0,115.0
SKU_46,2021-04-30,160,1,0,2021,4,17,122.0,133.0
SKU_46,2021-05-31,107,0,1,2021,5,22,160.0,129.66666666666666
SKU_46,2021-06-30,94,0,0,2021,6,26,107.0,120.33333333333333
SKU_46,2021-07-31,88,0,0,2021,7,30,94.0,96.33333333333333
SKU_46,2021-08-31,162,1,0,2021,8,35,88.0,114.66666666666667
SKU_46,2021-09-30,106,0,0,2021,9,39,162.0,118.66666666666667
SKU_46,2021-10-31,169,1,0,2021,10,43,106.0,145.66666666666666
SKU_46,2021-11-30,107,0,0,2021,11,48,169.0,127.33333333333333
SKU_46,2021-12-31,152,0,0,2021,12,52,107.0,142.66666666666666
SKU_46,2022-01-31,95,0,0,2022,1,5,152.0,118.0
SKU_46,2022-02-28,116,0,0,2022,2,9,95.0,121.0
SKU_46,2022-03-31,108,0,0,2022,3,13,116.0,106.33333333333333
SKU_46,2022-04-30,101,0,1,2022,4,17,108.0,108.33333333333333
SKU_46,2022-05-31,108,0,0,2022,5,22,101.0,105.66666666666667
SKU_46,2022-06-30,111,0,0,2022,6,26,108.0,106.66666666666667
SKU_46,2022-07-31,102,0,1,2022,7,30,111.0,107.0
SKU_46,2022-08-31,158,1,0,2022,8,35,102.0,123.66666666666667
SKU_46,2022-09-30,100,0,1,2022,9,39,158.0,120.0
SKU_46,2022-10-31,116,0,0,2022,10,44,100.0,124.66666666666667
SKU_46,2022-11-30,105,0,0,2022,11,48,116.0,107.0
SKU_46,2022-12-31,269,1,0,2022,12,52,105.0,163.33333333333334
SKU_47,2021-02-28,205,0,0,2021,2,8,205.0,205.0
SKU_47,2021-03-31,348,1,1,2021,3,13,205.0,252.66666666666666
SKU_47,2021-04-30,210,0,0,2021,4,17,348.0,254.33333333333334
SKU_47,2021-05-31,302,1,0,2021,5,22,210.0,286.6666666666667
SKU_47,2021-06-30,212,0,0,2021,6,26,302.0,241.33333333333334
SKU_47,2021-07-31,247,0,0,2021,7,30,212.0,253.66666666666666
SKU_47,2021-08-31,314,1,0,2021,8,35,247.0,257.6666666666667
SKU_47,2021-09-30,210,0,0,2021,9,39,314.0,257.0
SKU_47,2021-10-31,360,1,0,2021,10,43,210.0,294.6666666666667
SKU_47,2021-11-30,226,0,0,2021,11,48,360.0,265.3333333333333
SKU_47,2021-12-31,347,0,0,2021,12,52,226.0,311.0
SKU_47,2022-01-31,272,0,0,2022,1,5,347.0,281.6666666666667
SKU_47,2022-02-28,245,0,0,2022,2,9,272.0,288.0
SKU_47,2022-03-31,345,1,0,2022,3,13,245.0,287.3333333333333
SKU_47,2022-04-30,201,0,0,2022,4,17,345.0,263.6666666666667
SKU_47,2022-05-31,238,0,0,2022,5,22,201.0,261.3333333333333
SKU_47,2022-06-30,207,0,0,2022,6,26,238.0,215.33333333333334
SKU_47,2022-07-31,244,0,0,2022,7,30,207.0,229.66666666666666
SKU_47,2022-08-31,249,0,0,2022,8,35,244.0,233.33333333333334
SKU_47,2022-09-30,278,0,0,2022,9,39,249.0,257.0
SKU_47,2022-10-31,228,0,0,2022,10,44,278.0,251.66666666666666
SKU_47,2022-11-30,317,1,0,2022,11,48,228.0,274.3333333333333
SKU_47,2022-12-31,278,0,1,2022,12,52,317.0,274.3333333333333
SKU_48,2021-02-28,289,0,0,2021,2,8,256.0,272.5
SKU_48,2021-03-31,282,0,0,2021,3,13,289.0,275.6666666666667
SKU_48,2021-04-30,285,0,0,2021,4,17,282.0,285.3333333333333
SKU_48,2021-05-31,327,1,0,2021,5,22,285.0,298.0
SKU_48,2021-06-30,309,0,0,2021,6,26,327.0,307.0
SKU_48,2021-07-31,244,0,0,2021,7,30,309.0,293.3333333333333
SKU_48,2021-08-31,263,0,0,2021,8,35,244.0,272.0
SKU_48,2021-09-30,286,0,0,2021,9,39,263.0,264.3333333333333
SKU_48,2021-10-31,239,0,0,2021,10,43,286.0,262.6666666666667
SKU_48,2021-11-30,306,0,0,2021,11,48,239.0,277.0
SKU_48,2021-12-31,421,0,1,2021,12,52,306.0,322.0
SKU_48,2022-01-31,274,0,0,2022,1,5,421.0,333.6666666666667
SKU_48,2022-02-28,285,0,0,2022,2,9,274.0,326.6666666666667
SKU_48,2022-03-31,293,0,0,2022,3,13,285.0,284.0
SKU_48,2022-04-30,319,0,0,2022,4,17,293.0,299.0
SKU_48,2022-05-31,290,0,0,2022,5,22,319.0,300.6666666666667
SKU_48,2022-06-30,262,0,0,2022,6,26,290.0,290.3333333333333
SKU_48,2022-07-31,248,0,0,2022,7,30,262.0,266.6666666666667
SKU_48,2022-08-31,279,0,0,2022,8,35,248.0,263.0
SKU_48,2022-09-30,312,0,0,2022,9,39,279.0,279.6666666666667
SKU_48,2022-10-31,300,0,1,2022,10,44,312.0,297.0
SKU_48,2022-11-30,316,0,0,2022,11,48,300.0,309.3333333333333
SKU_48,2022-12-31,471,0,0,2022,12,52,316.0,362.3333333333333
SKU_49,2021-02-28,120,0,1,2021,2,8,90.0,105.0
SKU_49,2021-03-31,90,0,0,2021,3,13,120.0,100.0
SKU_49,2021-04-30,111,0,0,2021,4,17,90.0,107.0
SKU_49,2021-05-31,162,1,0,2021,5,22,111.0,121.0
SKU_49,2021-06-30,95,0,0,2021,6,26,162.0,122.66666666666667
SKU_49,2021-07-31,113,0,0,2021,7,30,95.0,123.33333333333333
SKU_49,2021-08-31,126,0,0,2021,8,35,113.0,111.33333333333333
SKU_49,2021-09-30,134,1,0,2021,9,39,126.0,124.33333333333333
SKU_49,2021-10-31,111,0,0,2021,10,43,134.0,123.66666666666667
SKU_49,2021-11-30,96,0,0,2021,11,48,111.0,113.66666666666667
SKU_49,2021-12-31,163,0,0,2021,12,52,96.0,123.33333333333333
SKU_49,2022-01-31,164,1,0,2022,1,5,163.0,141.0
SKU_49,2022-02-28,117,0,0,2022,2,9,164.0,148.0
SKU_49,2022-03-31,145,1,0,2022,3,13,117.0,142.0
SKU_49,2022-04-30,105,0,0,2022,4,17,145.0,122.33333333333333
SKU_49,2022-05-31,92,0,1,2022,5,22,105.0,114.0
SKU_49,2022-06-30,109,0,0,2022,6,26,92.0,102.0
SKU_49,2022-07-31,100,0,0,2022,7,30,109.0,100.33333333333333
SKU_49,2022-08-31,122,0,0,2022,8,35,100.0,110.33333333333333
SKU_49,2022-09-30,93,0,1,2022,9,39,122.0,105.0
SKU_49,2022-10-31,111,0,0,2022,10,44,93.0,108.66666666666667
SKU_49,2022-11-30,103,0,1,2022,11,48,111.0,102.33333333333333
SKU_49,2022-12-31,157,0,0,2022,12,52,103.0,123.66666666666667
SKU_50,2021-02-28,418,1,0,2021,2,8,307.0,362.5
SKU_50,2021-03-31,444,0,0,2021,3,13,418.0,389.6666666666667
SKU_50,2021-04-30,329,0,0,2021,4,17,444.0,397.0
SKU_50,2021-05-31,319,0,1,2021,5,22,329.0,364.0
SKU_50,2021-06-30,325,0,0,2021,6,26,319.0,324.3333333333333
SKU_50,2021-07-31,595,1,0,2021,7,30,325.0,413.0
SKU_50,2021-08-31,281,0,0,2021,8,35,595.0,400.3333333333333
SKU_50,2021-09-30,336,0,0,2021,9,39,281.0,404.0
SKU_50,2021-10-31,346,0,0,2021,10,43,336.0,321.0
SKU_50,2021-11-30,335,0,0,2021,11,48,346.0,339.0
SKU_50,2021-12-31,620,1,0,2021,12,52,335.0,433.6666666666667
SKU_50,2022-01-31,392,0,0,2022,1,5,620.0,449.0
SKU_50,2022-02-28,315,0,0,2022,2,9,392.0,442.3333333333333
SKU_50,2022-03-31,371,0,0,2022,3,13,315.0,359.3333333333333
SKU_50,2022-04-30,317,0,0,2022,4,17,371.0,334.3333333333333
SKU_50,2022-05-31,369,0,0,2022,5,22,317.0,352.3333333333333
SKU_50,2022-06-30,314,0,0,2022,6,26,369.0,333.3333333333333
SKU_50,2022-07-31,311,0,0,2022,7,30,314.0,331.3333333333333
SKU_50,2022-08-31,500,1,0,2022,8,35,311.0,375.0
SKU_50,2022-09-30,400,0,0,2022,9,39,500.0,403.6666666666667
SKU_50,2022-10-31,381,0,0,2022,10,44,400.0,427.0
SKU_50,2022-11-30,358,0,0,2022,11,48,381.0,379.6666666666667
SKU_50,2022-12-31,541,0,0,2022,12,52,358.0,426.6666666666667
SKU_51,2021-02-28,201,0,0,2021,2,8,214.0,207.5
SKU_51,2021-03-31,250,0,1,2021,3,13,201.0,221.66666666666666
SKU_51,2021-04-30,184,0,0,2021,4,17,250.0,211.66666666666666
SKU_51,2021-05-31,195,0,0,2021,5,22,184.0,209.66666666666666
SKU_51,2021-06-30,206,0,1,2021,6,26,195.0,195.0
SKU_51,2021-07-31,198,0,0,2021,7,30,206.0,199.66666666666666
SKU_51,2021-08-31,198,0,0,2021,8,35,198.0,200.66666666666666
SKU_51,2021-09-30,231,0,0,2021,9,39,198.0,209.0
SKU_51,2021-10-31,212,0,0,2021,10,43,231.0,213.66666666666666
SKU_51,2021-11-30,306,1,0,2021,11,48,212.0,249.66666666666666
SKU_51,2021-12-31,385,0,0,2021,12,52,306.0,301.0
SKU_51,2022-01-31,247,1,0,2022,1,5,385.0,312.6666666666667
SKU_51,2022-02-28,230,0,0,2022,2,9,247.0,287.3333333333333
SKU_51,2022-03-31,231,0,0,2022,3,13,230.0,236.0
SKU_51,2022-04-30,246,0,0,2022,4,17,231.0,235.66666666666666
SKU_51,2022-05-31,165,0,0,2022,5,22,246.0,214.0
SKU_51,2022-06-30,234,0,0,2022,6,26,165.0,215.0
SKU_51,2022-07-31,351,1,0,2022,7,30,234.0,250.0
SKU_51,2022-08-31,209,0,0,2022,8,35,351.0,264.6666666666667
SKU_51,2022-09-30,224,0,0,2022,9,39,209.0,261.3333333333333
SKU_51,2022-10-31,212,0,0,2022,10,44,224.0,215.0
SKU_51,2022-11-30,235,0,1,2022,11,48,212.0,223.66666666666666
SKU_51,2022-12-31,312,0,0,2022,12,52,235.0,253.0
SKU_52,2021-02-28,439,0,0,2021,2,8,701.0,570.0
SKU_52,2021-03-31,499,0,0,2021,3,13,439.0,546.3333333333334
SKU_52,2021-04-30,488,0,0,2021,4,17,499.0,475.3333333333333
SKU_52,2021-05-31,438,0,0,2021,5,22,488.0,475.0
SKU_52,2021-06-30,517,0,1,2021,6,26,438.0,481.0
SKU_52,2021-07-31,341,0,0,2021,7,30,517.0,432.0
SKU_52,2021-08-31,444,0,0,2021,8,35,341.0,434.0
SKU_52,2021-09-30,431,0,0,2021,9,39,444.0,405.3333333333333
SKU_52,2021-10-31,423,0,0,2021,10,43,431.0,432.6666666666667
SKU_52,2021-11-30,480,0,0,2021,11,48,423.0,444.6666666666667
SKU_52,2021-12-31,674,0,0,2021,12,52,480.0,525.6666666666666
SKU_52,2022-01-31,736,1,0,2022,1,5,674.0,630.0
SKU_52,2022-02-28,481,0,0,2022,2,9,736.0,630.3333333333334
SKU_52,2022-03-31,396,0,0,2022,3,13,481.0,537.6666666666666
SKU_52,2022-04-30,819,1,0,2022,4,17,396.0,565.3333333333334
SKU_52,2022-05-31,693,1,0,2022,5,22,819.0,636.0
SKU_52,2022-06-30,546,0,0,2022,6,26,693.0,686.0
SKU_52,2022-07-31,464,0,0,2022,7,30,546.0,567.6666666666666
SKU_52,2022-08-31,477,0,0,2022,8,35,464.0,495.6666666666667
SKU_52,2022-09-30,329,0,0,2022,9,39,477.0,423.3333333333333
SKU_52,2022-10-31,417,0,0,2022,10,44,329.0,407.6666666666667
SKU_52,2022-11-30,490,0,1,2022,11,48,417.0,412.0
SKU_52,2022-12-31,989,1,0,2022,12,52,490.0,632.0
SKU_53,2021-02-28,221,0,0,2021,2,8,257.0,239.0
SKU_53,2021-03-31,251,0,0,2021,3,13,221.0,243.0
SKU_53,2021-04-30,350,1,0,2021,4,17,251.0,274.0
SKU_53,2021-05-31,326,1,0,2021,5,22,350.0,309.0
SKU_53,2021-06-30,251,0,0,2021,6,26,326.0,309.0
SKU_53,2021-07-31,300,0,0,2021,7,30,251.0,292.3333333333333
SKU_53,2021-08-31,406,1,0,2021,8,35,300.0,319.0
SKU_53,2021-09-30,349,1,0,2021,9,39,406.0,351.6666666666667
SKU_53,2021-10-31,246,0,0,2021,10,43,349.0,333.6666666666667
SKU_53,2021-11-30,242,0,0,2021,11,48,246.0,279.0
SKU_53,2021-12-31,360,0,1,2021,12,52,242.0,282.6666666666667
SKU_53,2022-01-31,240,0,0,2022,1,5,360.0,280.6666666666667
SKU_53,2022-02-28,255,0,0,2022,2,9,240.0,285.0
SKU_53,2022-03-31,341,1,0,2022,3,13,255.0,278.6666666666667
SKU_53,2022-04-30,254,0,0,2022,4,17,341.0,283.3333333333333
SKU_53,2022-05-31,300,0,0,2022,5,22,254.0,298.3333333333333
SKU_53,2022-06-30,260,0,0,2022,6,26,300.0,271.3333333333333
SKU_53,2022-07-31,278,0,0,2022,7,30,260.0,279.3333333333333
SKU_53,2022-08-31,240,0,0,2022,8,35,278.0,259.3333333333333
SKU_53,2022-09-30,254,0,0,2022,9,39,240.0,257.3333333333333
SKU_53,2022-10-31,228,0,0,2022,10,44,254.0,240.66666666666666
SKU_53,2022-11-30,192,0,0,2022,11,48,228.0,224.66666666666666
SKU_53,2022-12-31,429,0,0,2022,12,52,192.0,283.0
SKU_54,2021-02-28,159,0,0,2021,2,8,317.0,238.0
SKU_54,2021-03-31,189,0,0,2021,3,13,159.0,221.66666666666666
SKU_54,2021-04-30,183,0,0,2021,4,17,189.0,177.0
SKU_54,2021-05-31,179,0,0,2021,5,22,183.0,183.66666666666666
SKU_54,2021-06-30,210,0,0,2021,6,26,179.0,190.66666666666666
SKU_54,2021-07-31,248,1,0,2021,7,30,210.0,212.33333333333334
SKU_54,2021-08-31,181,0,1,2021,8,35,248.0,213.0
SKU_54,2021-09-30,175,0,1,2021,9,39,181.0,201.33333333333334
SKU_54,2021-10-31,160,0,0,2021,10,43,175.0,172.0
SKU_54,2021-11-30,197,0,1,2021,11,48,160.0,177.33333333333334
SKU_54,2021-12-31,284,0,0,2021,12,52,197.0,213.66666666666666
SKU_54,2022-01-31,197,0,0,2022,1,5,284.0,226.0
SKU_54,2022-02-28,197,0,0,2022,2,9,197.0,226.0
SKU_54,2022-03-31,205,0,0,2022,3,13,197.0,199.66666666666666
SKU_54,2022-04-30,253,1,0,2022,4,17,205.0,218.33333333333334
SKU_54,2022-05-31,203,0,0,2022,5,22,253.0,220.33333333333334
SKU_54,2022-06-30,300,1,0,2022,6,26,203.0,252.0
SKU_54,2022-07-31,200,0,0,2022,7,30,300.0,234.33333333333334
SKU_54,2022-08-31,207,0,0,2022,8,35,200.0,235.66666666666666
SKU_54,2022-09-30,192,0,0,2022,9,39,207.0,199.66666666666666
SKU_54,2022-10-31,159,0,0,2022,10,44,192.0,186.0
SKU_54,2022-11-30,169,0,0,2022,11,48,159.0,173.33333333333334
SKU_54,2022-12-31,285,0,1,2022,12,52,169.0,204.33333333333334
SKU_55,2021-02-28,342,1,0,2021,2,8,247.0,294.5
SKU_55,2021-03-31,253,0,0,2021,3,13,342.0,280.6666666666667
